tour_id|readcount_score|congestion_score|star_score|corona_score|senti|senti_count|senti_sum|senti_avg
3072|0.0665|0.477275|5.0|0.043423799582463465||||
3073|0.32391000000000003|0.25|3.25|0.043423799582463465|[['짜증', -2]]|1.0|-2.0|-2.0
3074|0.20876999999999998|0.364025|0.0|0.043423799582463465||||
3075|0.21458|0.4|0.0|0.043423799582463465||||
3076|0.21773|0.649425|0.0|0.043423799582463465||||
3077|0.18924|0.435725|0.0|0.043423799582463465||||
3078|0.20042|0.5947|5.0|0.043423799582463465||||
3079|0.25146|0.25|5.0|0.043423799582463465|[['강추', 2], ['최고', 2]]|2.0|4.0|2.0
3080|0.18056000000000005|0.620975|3.25|0.043423799582463465|[['가래', -1]]|1.0|-1.0|-1.0
3081|0.020780000000000003|0.622775|4.667|0.043423799582463465|[['감사', 2], ['사랑', 2], ['최고', 2], ['빛', 1]]|4.0|7.0|1.75
3082|0.20462|0.605675|5.0|0.043423799582463465|[['최고', 2], ['친절', 2], ['기대', 1], ['의심', -1]]|4.0|4.0|1.0
3083|0.23794|0.354175|1.571|0.043423799582463465|[['강추', 2], ['최고', 2], ['친구', 1], ['헛소리', -1]]|4.0|4.0|1.0
3084|0.03645|0.25|0.0|0.043423799582463465||||
3085|0.15952000000000002|0.59805|3.167|0.043423799582463465||||
3086|0.1635|0.6291|4.5710000000000015|0.043423799582463465|[['맛', 2], ['최고', 2], ['진리', 1]]|3.0|5.0|1.6666666666666667
3087|0.09191|0.565375|2.265|0.043423799582463465|[['맛', 2], ['미소', 2], ['조화', 2], ['최고', 2], ['편안', 2], ['기대', 1], ['ㅜ', -1], ['ㅠ', -1], ['안달', -1], ['거부감', -2], ['후회', -2]]|11.0|4.0|0.3636363636363637
3088|0.036539999999999996|0.594075|0.0|0.043423799582463465||||
3089|0.013280000000000002|0.35715|3.857|0.043423799582463465|[['맛', 2], ['최고', 2], ['친절', 2], ['여유', 1]]|4.0|7.0|1.75
3090|0.0|0.41755|0.0|0.043423799582463465||||
3091|0.06298000000000001|0.528225|3.0|0.043423799582463465||||
3092|0.0|0.25|3.556|0.043423799582463465|[['장점', 2], ['최고', 2], ['한숨', -1]]|3.0|3.0|1.0
3093|0.22885999999999998|0.59685|2.0|0.043423799582463465||||
3094|0.0231|0.0|4.833|0.043423799582463465|[['감사', 2], ['강추', 2], ['친절', 2], ['친구', 1], ['해', -2]]|5.0|5.0|1.0
3095|0.30073|0.375|2.0|0.043423799582463465||||
3096|0.27014000000000005|0.0|0.0|0.043423799582463465||||
