tour_id,readcount,congestion_avg,avg_star,covid_pop_prop
53,0.21674000000000002,0.609375,0,0.6974050952174842
54,0.17106000000000002,0.635325,0,0.6974050952174842
55,0.17553000000000002,0.650475,0,0.6974050952174842
56,0.23370000000000002,0.625,4.0,0.6974050952174842
57,0.17290000000000003,0.669775,2.5,0.6974050952174842
58,0.18702000000000002,0.61285,2.5,0.6974050952174842
59,0.27714,0.577575,0,0.6974050952174842
60,0.18288000000000001,0.720325,0,0.6974050952174842
61,0.19984000000000002,0.577575,5.0,0.6974050952174842
62,0.25479,0.553125,5.0,0.6974050952174842
63,0.25042000000000003,0.5951,0,0.6974050952174842
64,0.19967000000000001,0.720325,0,0.6974050952174842
65,0.25862,0.673925,2.0,0.6974050952174842
66,0.21458000000000002,0.721925,0,0.6974050952174842
67,0.19938000000000003,0.513325,0,0.6974050952174842
68,0.014360000000000001,0.598825,0,0.6974050952174842
69,0.0,0.60185,0,0.6974050952174842
70,0.18070000000000003,0.620975,0,0.6974050952174842
71,0.23011,0.571425,0,0.6974050952174842
72,0.25442000000000004,0.6,1.806,0.6974050952174842
73,0.18635000000000002,0.61855,0,0.6974050952174842
74,0.01837,0.668925,5.0,0.6974050952174842
75,0.21948,0.65475,5.0,0.6974050952174842
76,0.20261,0.651325,0,0.6974050952174842
77,0.03547,0.551475,4.0,0.6974050952174842
78,0.01702,0.598825,0,0.6974050952174842
79,0.14616,0.58,0,0.6974050952174842
80,0.14903000000000002,0.446725,0,0.6974050952174842
81,0.0,0.551275,5.0,0.6974050952174842
82,0.29374,0.665175,5.0,0.6974050952174842
83,0.18157,0.665175,0,0.6974050952174842
84,0.0,0.6332,0,0.6974050952174842
85,0.0,0.6332,0,0.6974050952174842
86,0.0,0.692625,2.917,0.6974050952174842
87,0.0,0.61795,0,0.6974050952174842
88,0.0,0.7025,0,0.6974050952174842
89,0.0,0.563175,0,0.6974050952174842
90,0.15077000000000002,0.625,0,0.6974050952174842
91,0.12795,0.708075,0,0.6974050952174842
92,0.19604000000000002,0.62265,3.667,0.6974050952174842
93,0.26479,0.53125,4.5,0.6974050952174842
94,0.005860000000000001,0.563125,0,0.6974050952174842
95,0.41240000000000004,0.5424,1.5,0.6974050952174842
96,0.31872,0.64,3.429,0.6974050952174842
97,0.0,0.701525,3.1319999999999997,0.6974050952174842
98,1.0,0.6331,3.1319999999999997,0.6974050952174842
99,0.04449,0.602275,0,0.6974050952174842
100,0.039060000000000004,0.602275,0,0.6974050952174842
101,0.044840000000000005,0.602275,0,0.6974050952174842
102,0.041420000000000005,0.602275,0,0.6974050952174842
103,0.05041,0.654825,0,0.6974050952174842
104,0.27046000000000003,0.721025,5.0,0.6974050952174842
105,0.03104,0.70485,4.2860000000000005,0.6974050952174842
106,0.24142000000000002,0.721025,3.633,0.6974050952174842
107,0.09525,0.72,0,0.6974050952174842
108,0.038340000000000006,0.595175,0,0.6974050952174842
109,0.0,0.56875,5.0,0.6974050952174842
110,1.0,0.636075,2.909,0.6974050952174842
111,0.22430000000000003,0.642125,0,0.6974050952174842
112,0.20088,0.6489,0,0.6974050952174842
113,0.20557000000000003,0.6365,0,0.6974050952174842
114,0.25987000000000005,0.64675,0,0.6974050952174842
115,0.25059000000000003,0.64675,0,0.6974050952174842
116,0.0,0.608775,0,0.6974050952174842
117,0.0,0.687975,3.667,0.6974050952174842
118,0.05933000000000001,0.7253,4.333,0.6974050952174842
119,0.0,0.7354,0,0.6974050952174842
120,0.0,0.643875,2.211,0.6974050952174842
121,0.27680000000000005,0.685075,4.038,0.6974050952174842
122,0.32753000000000004,0.637425,4.5,0.6974050952174842
123,0.018600000000000002,0.680775,0,0.6974050952174842
124,0.0492,0.76065,3.8819999999999997,0.6974050952174842
125,0.28332,0.7563,1.3330000000000002,0.6974050952174842
126,0.20915000000000003,0.68925,5.0,0.6974050952174842
127,0.046290000000000005,0.5942,0,0.6974050952174842
128,0.26191000000000003,0.423075,0,0.6974050952174842
129,0.19185000000000002,0.709825,2.25,0.6974050952174842
130,0.0,0.65625,0,0.6974050952174842
131,0.24662000000000003,0.641675,0,0.6974050952174842
132,0.32915000000000005,0.652625,0,0.6974050952174842
133,0.0,0.551275,3.0,0.6974050952174842
134,0.24667000000000003,0.699525,4.0,0.6974050952174842
135,0.29697,0.6344,4.4,0.6974050952174842
136,0.0,0.693325,3.3,0.6974050952174842
137,0.07258,0.5375,2.511,0.6974050952174842
138,0.21834,0.625,0,0.6974050952174842
139,0.19679000000000002,0.625,0,0.6974050952174842
140,0.0,0.698725,0,0.6974050952174842
141,0.0,0.679,4.5,0.6974050952174842
142,0.0,0.633475,0,0.6974050952174842
143,0.0,0.5718,0,0.6974050952174842
144,0.05795,0.542975,0,0.6974050952174842
145,0.00036,0.51655,4.515,0.6974050952174842
146,0.00021,0.548075,3.571,0.6974050952174842
147,0.0002,0.5341,0,0.6974050952174842
148,0.03162,0.635425,0,0.6974050952174842
149,0.45166000000000006,0.631075,2.333,0.6974050952174842
150,0.044180000000000004,0.629175,0,0.6974050952174842
151,0.0,0.742525,2.833,0.6974050952174842
152,0.01017,0.7294,3.455,0.6974050952174842
153,0.053110000000000004,0.55815,3.5,0.6974050952174842
154,0.2551,0.6805,2.3,0.6974050952174842
155,0.058230000000000004,0.689075,2.3,0.6974050952174842
156,0.0,0.58595,0,0.6974050952174842
157,0.31185,0.602825,0,0.6974050952174842
158,0.34667000000000003,0.6475,2.75,0.6974050952174842
159,0.01081,0.6081,0,0.6974050952174842
160,0.0,0.709675,4.7780000000000005,0.6974050952174842
161,0.32977,0.526325,5.0,0.6974050952174842
162,0.27002000000000004,0.677425,0,0.6974050952174842
163,0.19244000000000003,0.4,0,0.6974050952174842
164,1.0,0.0,2.912,0.6974050952174842
165,0.5014000000000001,0.47435,0,0.6974050952174842
166,0.31386000000000003,0.25,0,0.6974050952174842
167,0.27352000000000004,0.333325,0,0.6974050952174842
168,0.42625,0.333325,0,0.6974050952174842
169,0.31711,0.477775,0,0.6974050952174842
170,0.22498,0.634025,0,0.6974050952174842
171,1.0,0.5744,5.0,0.6974050952174842
172,0.0,0.618975,0,0.6974050952174842
173,0.20176000000000002,0.55,3.6,0.6974050952174842
174,0.21232,0.599575,2.7910000000000004,0.6974050952174842
175,0.37039000000000005,0.716975,1.656,0.6974050952174842
176,0.16758,0.72175,4.5,0.6974050952174842
177,0.0,0.716975,0,0.6974050952174842
178,1.0,0.47545,0.0,0.6974050952174842
179,0.18275000000000002,0.4635,5.0,0.6974050952174842
180,1.0,0.65385,3.45,0.6974050952174842
181,0.01497,0.659225,5.0,0.6974050952174842
182,0.44183000000000006,0.681575,2.353,0.6974050952174842
183,0.37323,0.5977,0,0.6974050952174842
184,0.01501,0.659225,3.9130000000000003,0.6974050952174842
185,0.029400000000000003,0.667875,0,0.6974050952174842
186,0.30912,0.723025,5.0,0.6974050952174842
187,0.0,0.65775,3.2,0.6974050952174842
188,0.00025,0.6841,0,0.6974050952174842
189,0.0,0.6631,4.632,0.6974050952174842
190,0.3168,0.72465,0,0.6974050952174842
191,0.21456000000000003,0.753375,0,0.6974050952174842
192,0.28117000000000003,0.571925,0.0,0.6974050952174842
193,0.00723,0.585525,0,0.6974050952174842
194,0.00018,0.6157,0,0.6974050952174842
195,0.17856000000000002,0.51705,0,0.6974050952174842
196,0.0007000000000000001,0.61585,0.33299999999999996,0.6974050952174842
197,0.27415,0.57,3.75,0.6974050952174842
198,0.28923000000000004,0.433325,3.4,0.6974050952174842
199,0.30868,0.583325,3.9330000000000003,0.6974050952174842
200,0.22977000000000003,0.30635,0,0.6974050952174842
201,0.18984,0.68925,3.333,0.6974050952174842
202,0.04694,0.57425,0,0.6974050952174842
203,0.040690000000000004,0.5899,2.333,0.6974050952174842
204,0.31264000000000003,0.683325,0,0.6974050952174842
205,0.25125000000000003,0.675,4.909,0.6974050952174842
206,0.29798,0.637425,3.895,0.6974050952174842
207,0.21382,0.53125,0,0.6974050952174842
208,0.48537,0.5625,0,0.6974050952174842
209,0.24907,0.5625,2.167,0.6974050952174842
210,0.37117000000000006,0.478825,2.125,0.6974050952174842
211,0.0,0.601775,4.533,0.6974050952174842
212,0.517,0.54045,3.5639999999999996,0.6974050952174842
213,0.030560000000000004,0.697925,4.053,0.6974050952174842
214,0.37047,0.646675,2.84,0.6974050952174842
215,1.0,0.49675,2.8939999999999997,0.6974050952174842
216,0.37373,0.49675,2.875,0.6974050952174842
217,0.09777000000000001,0.485925,4.143,0.6974050952174842
218,0.6087600000000001,0.636725,3.535,0.6974050952174842
219,0.11435000000000001,0.6514,3.926,0.6974050952174842
220,0.036180000000000004,0.375,0,0.6974050952174842
221,0.19840000000000002,0.60715,0,0.6974050952174842
222,0.17675000000000002,0.635325,3.4330000000000003,0.6974050952174842
223,0.11468,0.605025,5.0,0.6974050952174842
224,0.00022,0.62245,0,0.6974050952174842
225,0.11575,0.70715,5.0,0.6974050952174842
226,0.14869000000000002,0.459775,0,0.6974050952174842
227,0.22250000000000003,0.489575,2.053,0.6974050952174842
228,0.34538,0.539875,0.0,0.6974050952174842
229,0.40183,0.539875,2.419,0.6974050952174842
230,0.11606000000000001,0.733925,2.5,0.6974050952174842
231,0.028860000000000004,0.630125,4.5,0.6974050952174842
232,0.39691000000000004,0.7325,4.375,0.6974050952174842
233,0.00023,0.511375,0,0.6974050952174842
234,0.0,0.684625,0,0.6974050952174842
235,0.0,0.624175,3.8,0.6974050952174842
236,0.18721000000000002,0.6389,2.414,0.6974050952174842
237,0.47136000000000006,0.66025,3.75,0.6974050952174842
238,0.5491600000000001,0.418175,1.4,0.6974050952174842
239,0.17655,0.418175,0,0.6974050952174842
240,0.42002000000000006,0.612775,2.929,0.6974050952174842
241,0.6037300000000001,0.527475,1.965,0.6974050952174842
242,0.0,0.498375,3.5,0.6974050952174842
243,0.0,0.54545,0,0.6974050952174842
244,0.17912,0.618425,2.7710000000000004,0.6974050952174842
245,0.0,0.5907,0,0.6974050952174842
246,0.03987,0.541175,2.714,0.6974050952174842
247,0.21389000000000002,0.7040000000000001,0,0.6974050952174842
248,0.17872000000000002,0.629625,2.519,0.6974050952174842
249,0.18981,0.769225,0,0.6974050952174842
250,0.20989000000000002,0.47035,2.75,0.6974050952174842
251,0.020630000000000003,0.6389,4.0,0.6974050952174842
252,0.07397000000000001,0.650375,2.946,0.6974050952174842
253,0.09131,0.68825,0,0.6974050952174842
254,0.09502000000000001,0.62995,1.0,0.6974050952174842
255,0.16849,0.675225,2.0,0.6974050952174842
256,0.07565000000000001,0.71465,2.8,0.6974050952174842
257,0.24793,0.58595,0,0.6974050952174842
258,0.0,0.687975,4.5,0.6974050952174842
259,0.0,0.527475,5.0,0.6974050952174842
260,0.27858000000000005,0.0,3.833,0.6974050952174842
261,0.0,0.662,3.105,0.6974050952174842
262,0.08392000000000001,0.50925,0,0.6974050952174842
263,0.014940000000000002,0.659225,3.806,0.6974050952174842
264,0.23743000000000003,0.584375,4.0,0.6974050952174842
265,0.26555,0.58595,5.0,0.6974050952174842
266,0.25635,0.6328,4.0,0.6974050952174842
267,0.21493,0.5404,0,0.6974050952174842
268,0.00472,0.571425,0.0,0.6974050952174842
269,0.25496,0.577575,0.0,0.6974050952174842
270,0.16964,0.671775,1.75,0.6974050952174842
271,0.26930000000000004,0.639625,3.0,0.6974050952174842
272,0.0,0.64815,5.0,0.6974050952174842
273,0.050850000000000006,0.57905,3.25,0.6974050952174842
274,0.26016,0.7029,1.0,0.6974050952174842
275,0.36869,0.61155,1.8,0.6974050952174842
276,0.19368000000000002,0.6519,4.0,0.6974050952174842
277,0.56254,0.450975,2.238,0.6974050952174842
278,0.18455000000000002,0.546875,2.909,0.6974050952174842
279,0.14258,0.67165,2.7239999999999998,0.6974050952174842
280,0.0031300000000000004,0.439025,0,0.6974050952174842
281,0.23753000000000002,0.7074,2.778,0.6974050952174842
282,0.18972000000000003,0.68055,5.0,0.6974050952174842
283,0.0,0.5764,3.0,0.6974050952174842
284,0.035660000000000004,0.649075,0,0.6974050952174842
285,0.22798000000000002,0.347225,4.0,0.6974050952174842
286,0.0,0.721925,0,0.6974050952174842
287,0.0,0.6336,0,0.6974050952174842
288,0.0,0.622375,5.0,0.6974050952174842
289,0.17796,0.6158,0,0.6974050952174842
290,0.19230000000000003,0.73055,1.507,0.6974050952174842
291,0.17209000000000002,0.5771,2.6069999999999998,0.6974050952174842
292,0.10151,0.593025,0,0.6974050952174842
293,0.0,0.661775,0,0.6974050952174842
294,0.0,0.72105,0,0.6974050952174842
295,0.0,0.64325,3.667,0.6974050952174842
296,0.38574,0.556825,2.167,0.6974050952174842
297,0.052950000000000004,0.739125,3.455,0.6974050952174842
298,0.28318000000000004,0.643225,3.0,0.6974050952174842
299,0.0,0.6062,0,0.6974050952174842
300,0.01471,0.727575,4.167,0.6974050952174842
301,0.0,0.625,0,0.6974050952174842
302,0.19752000000000003,0.5843,4.5,0.6974050952174842
303,0.0,0.534625,0,0.6974050952174842
304,0.0,0.595175,0,0.6974050952174842
305,0.0,0.671325,0,0.6974050952174842
306,0.07929000000000001,0.6948,0,0.6974050952174842
307,0.30050000000000004,0.492725,1.3330000000000002,0.6974050952174842
308,0.08936000000000001,0.7081,3.8,0.6974050952174842
309,0.2192,0.686375,4.0,0.6974050952174842
310,0.0,0.714025,2.8569999999999998,0.6974050952174842
311,0.18591000000000002,0.6903,0,0.6974050952174842
312,0.25311,0.6741,1.962,0.6974050952174842
313,0.48434000000000005,0.7035,2.133,0.6974050952174842
314,0.04392,0.630125,1.3090000000000002,0.6974050952174842
315,0.23869,0.7076,2.591,0.6974050952174842
316,0.34509,0.723175,1.7690000000000001,0.6974050952174842
317,0.24297000000000002,0.545925,5.0,0.6974050952174842
318,0.0,0.7234,0,0.6974050952174842
319,0.25766,0.7294,4.0,0.6974050952174842
320,0.0,0.730775,4.0,0.6974050952174842
321,0.0,0.73455,4.5,0.6974050952174842
322,0.0,0.551275,3.125,0.6974050952174842
323,0.0,0.59375,3.556,0.6974050952174842
324,0.048130000000000006,0.629175,0,0.6974050952174842
325,0.20104000000000002,0.5966,0,0.6974050952174842
326,0.0001,0.608975,4.75,0.6974050952174842
327,0.41308000000000006,0.635225,1.2819999999999998,0.6974050952174842
328,0.19640000000000002,0.65895,0,0.6974050952174842
329,0.14687,0.64395,0,0.6974050952174842
330,0.11124,0.636375,0,0.6974050952174842
331,0.33032,0.627475,0,0.6974050952174842
332,0.19371000000000002,0.631125,0,0.6974050952174842
333,0.033920000000000006,0.626625,3.727,0.6974050952174842
334,0.10261,0.631125,1.0,0.6974050952174842
335,0.10091000000000001,0.631125,1.0,0.6974050952174842
336,0.43250000000000005,0.631125,2.175,0.6974050952174842
337,0.12912,0.64635,0,0.6974050952174842
338,0.05902,0.555875,1.9709999999999999,0.6974050952174842
339,0.33763000000000004,0.663175,3.389,0.6974050952174842
340,0.42216000000000004,0.526175,0,0.6974050952174842
341,1.0,0.63,2.588,0.6974050952174842
342,0.25062,0.5119,4.2,0.6974050952174842
343,0.013850000000000001,0.65,4.428999999999999,0.6974050952174842
344,0.2381,0.6302,2.373,0.6974050952174842
345,1.0,0.631075,2.786,0.6974050952174842
346,0.59541,0.551375,2.0,0.6974050952174842
347,0.0,0.65625,0,0.6974050952174842
348,1.0,0.5043,2.301,0.6974050952174842
349,0.04236,0.5043,4.0,0.6974050952174842
350,0.0,0.6844,0,0.6974050952174842
351,0.22051,0.643475,3.0,0.6974050952174842
352,0.028810000000000002,0.64655,4.428999999999999,0.6974050952174842
353,0.15830000000000002,0.621425,0,0.6974050952174842
354,0.011600000000000001,0.584675,0,0.6974050952174842
355,0.17004000000000002,0.55495,3.083,0.6974050952174842
356,0.0,0.7311,3.0,0.6974050952174842
357,0.15539,0.714525,0,0.6974050952174842
358,0.22414,0.0,0,0.6974050952174842
359,0.15413000000000002,0.692725,3.429,0.6974050952174842
360,0.10060000000000001,0.6753,3.667,0.6974050952174842
361,0.19923000000000002,0.603075,1.4809999999999999,0.6974050952174842
362,0.0,0.515425,4.2219999999999995,0.6974050952174842
363,0.21659,0.68535,2.513,0.6974050952174842
364,0.15205000000000002,0.50715,1.6669999999999998,0.6974050952174842
365,0.50738,0.673675,2.741,0.6974050952174842
366,0.36754000000000003,0.60095,1.8,0.6974050952174842
367,0.29873000000000005,0.63405,1.0,0.6974050952174842
368,0.11701,0.536575,4.5,0.6974050952174842
369,0.18742,0.5986,4.4,0.6974050952174842
370,0.16407000000000002,0.565375,4.0,0.6974050952174842
371,0.042660000000000003,0.630125,2.0,0.6974050952174842
372,0.28237,0.696425,0,0.6974050952174842
373,0.0,0.4853,0,0.6974050952174842
374,0.17101000000000002,0.62605,0,0.6974050952174842
375,0.18293,0.6475,1.588,0.6974050952174842
376,0.0,0.733925,3.286,0.6974050952174842
377,0.0,0.689075,2.0,0.6974050952174842
378,0.0391,0.7111,2.6,0.6974050952174842
379,0.19176,0.62,1.889,0.6974050952174842
380,0.01094,0.603975,4.667,0.6974050952174842
381,0.026830000000000003,0.7,4.0,0.6974050952174842
382,0.033850000000000005,0.5052,0.634,0.6974050952174842
383,0.10885,0.734275,1.2,0.6974050952174842
384,0.05111,0.573375,0,0.6974050952174842
385,0.15723,0.5409,1.6640000000000001,0.6974050952174842
386,0.11164,0.6857500000000001,2.125,0.6974050952174842
387,0.22982000000000002,0.69935,3.185,0.6974050952174842
388,0.33982,0.66275,0,0.6974050952174842
389,0.38197000000000003,0.6617,3.667,0.6974050952174842
390,0.25035,0.64905,4.143,0.6974050952174842
391,0.36664,0.6651,1.0,0.6974050952174842
392,0.22288000000000002,0.5256,0,0.6974050952174842
393,0.33384,0.722025,0,0.6974050952174842
394,0.061410000000000006,0.730225,0,0.6974050952174842
395,0.14520000000000002,0.615375,5.0,0.6974050952174842
396,0.0,0.73685,3.9,0.6974050952174842
397,0.0,0.65,0,0.6974050952174842
398,0.22287,0.580775,2.5,0.6974050952174842
399,0.37833000000000006,0.545175,4.308,0.6974050952174842
400,0.21696000000000001,0.658025,0,0.6974050952174842
401,0.2456,0.594025,5.0,0.6974050952174842
402,0.17813,0.5409,2.5,0.6974050952174842
403,0.19034,0.65775,1.6,0.6974050952174842
404,0.0,0.679,0,0.6974050952174842
405,0.20385,0.707825,0,0.6974050952174842
406,0.13457000000000002,0.665575,4.5,0.6974050952174842
407,0.0,0.537625,0,0.6974050952174842
408,0.09101000000000001,0.724425,4.0,0.6974050952174842
409,0.04963000000000001,0.738325,0,0.6974050952174842
410,0.23202000000000003,0.620975,5.0,0.6974050952174842
411,0.36903,0.6552500000000001,1.9,0.6974050952174842
412,0.15628,0.621425,5.0,0.6974050952174842
413,0.24819000000000002,0.5625,4.2860000000000005,0.6974050952174842
414,0.0,0.54245,5.0,0.6974050952174842
415,0.0,0.71355,3.667,0.6974050952174842
416,0.0,0.69445,3.714,0.6974050952174842
417,0.0,0.684875,3.25,0.6974050952174842
418,0.22390000000000002,0.6432,0,0.6974050952174842
419,0.24198000000000003,0.508625,0,0.6974050952174842
420,0.42723000000000005,0.616825,2.4,0.6974050952174842
421,0.27486000000000005,0.746575,0,0.6974050952174842
422,0.0,0.6551,3.4,0.6974050952174842
423,0.18815,0.457925,0,0.6974050952174842
424,0.13018000000000002,0.6389,0.0,0.6974050952174842
425,0.17453000000000002,0.551275,0,0.6974050952174842
426,0.09331,0.6673,1.6669999999999998,0.6974050952174842
427,0.38444,0.62665,2.656,0.6974050952174842
428,0.21554,0.675375,2.667,0.6974050952174842
429,0.059190000000000006,0.6613,2.75,0.6974050952174842
430,0.20063,0.56395,0,0.6974050952174842
431,0.25545,0.67045,0,0.6974050952174842
432,0.15719000000000002,0.616375,2.803,0.6974050952174842
433,0.18642,0.526225,1.838,0.6974050952174842
434,0.19445,0.658025,3.0,0.6974050952174842
435,0.0,0.722525,0,0.6974050952174842
436,0.26270000000000004,0.54,4.0,0.6974050952174842
437,0.29758,0.717675,4.556,0.6974050952174842
438,0.0002,0.66495,0,0.6974050952174842
439,0.20248000000000002,0.448725,0,0.6974050952174842
440,0.11324000000000001,0.591425,0,0.6974050952174842
441,0.14507,0.615375,0,0.6974050952174842
442,0.0,0.6836,3.609,0.6974050952174842
443,0.0,0.6882,4.0,0.6974050952174842
444,0.15936,0.6282,4.5,0.6974050952174842
445,1.0,0.619575,2.667,0.6974050952174842
446,0.20465000000000003,0.668275,0,0.6974050952174842
447,0.07908000000000001,0.68965,1.3330000000000002,0.6974050952174842
448,0.0,0.646975,0,0.6974050952174842
449,0.0723,0.6772,2.133,0.6974050952174842
450,0.40109000000000006,0.655175,4.361000000000001,0.6974050952174842
451,0.03891,0.640525,0,0.6974050952174842
452,0.12584,0.6045,0,0.6974050952174842
453,0.03029,0.70945,0,0.6974050952174842
454,0.38381000000000004,0.570425,0,0.6974050952174842
455,0.027770000000000003,0.7363,5.0,0.6974050952174842
456,0.15447000000000002,0.66025,2.5,0.6974050952174842
457,0.0,0.737225,0,0.6974050952174842
458,0.37211000000000005,0.594025,2.208,0.6974050952174842
459,0.0,0.7185,0,0.6974050952174842
460,0.0,0.609175,2.5,0.6974050952174842
461,0.0,0.657275,0,0.6974050952174842
462,0.0,0.65625,1.0,0.6974050952174842
463,0.0,0.665575,0,0.6974050952174842
464,0.0,0.66935,2.0,0.6974050952174842
465,0.0,0.685525,2.892,0.6974050952174842
466,0.09406,0.68645,0,0.6974050952174842
467,0.0,0.620275,0,0.6974050952174842
468,0.20899,0.576075,2.464,0.6974050952174842
469,0.20466,0.556025,3.0,0.6974050952174842
470,0.23711000000000002,0.5043,2.5,0.6974050952174842
471,0.21050000000000002,0.67045,0,0.6974050952174842
472,1.0,0.642275,3.22,0.6974050952174842
473,0.23217000000000002,0.654525,2.25,0.6974050952174842
474,1.0,0.642275,2.568,0.6974050952174842
475,0.0,0.634475,0,0.6974050952174842
476,0.0,0.64325,0,0.6974050952174842
477,0.05582,0.66555,2.0,0.6974050952174842
478,0.0,0.73275,3.654,0.6974050952174842
479,0.07427,0.680225,0,0.6974050952174842
480,0.1711,0.589125,0,0.6974050952174842
481,1.0,0.0,2.25,0.6974050952174842
482,0.045750000000000006,0.0,0,0.6974050952174842
483,1.0,0.65,2.8930000000000002,0.6974050952174842
484,0.27545000000000003,0.594125,5.0,0.6974050952174842
485,0.42235000000000006,0.0,3.1430000000000002,0.6974050952174842
486,0.0,0.5465,4.5,0.6974050952174842
487,0.23942000000000002,0.3,0,0.6974050952174842
488,0.0,0.721725,5.0,0.6974050952174842
489,0.0,0.533775,2.4,0.6974050952174842
490,0.17620000000000002,0.655,3.077,0.6974050952174842
491,0.18896000000000002,0.52175,2.667,0.6974050952174842
492,0.16240000000000002,0.5842,4.7860000000000005,0.6974050952174842
493,0.0,0.561475,4.037,0.6974050952174842
494,0.07639,0.533325,5.0,0.6974050952174842
495,0.35814,0.54435,3.6839999999999997,0.6974050952174842
496,0.0,0.693325,4.5,0.6974050952174842
497,0.0,0.6207,0,0.6974050952174842
498,0.0,0.695425,0,0.6974050952174842
499,0.0,0.6395000000000001,2.9,0.6974050952174842
500,0.0,0.7174,4.071000000000001,0.6974050952174842
501,0.0,0.700825,1.919,0.6974050952174842
502,0.18043,0.709875,0,0.6974050952174842
503,0.29728000000000004,0.63915,4.5,0.6974050952174842
504,0.04313,0.6421,0,0.6974050952174842
505,0.45757000000000003,0.70865,4.556,0.6974050952174842
506,0.5563,0.733825,0,0.6974050952174842
507,0.08853000000000001,0.734125,3.889,0.6974050952174842
508,0.17829,0.58695,0,0.6974050952174842
509,0.0,0.7282500000000001,2.8569999999999998,0.6974050952174842
510,0.45978,0.734125,0,0.6974050952174842
511,0.0,0.7311,4.8,0.6974050952174842
512,1.0,0.737225,0,0.6974050952174842
513,0.27333,0.737225,0,0.6974050952174842
514,0.0,0.730875,3.333,0.6974050952174842
515,0.21406000000000003,0.69705,0,0.6974050952174842
516,0.19873000000000002,0.639825,0,0.6974050952174842
517,0.22816000000000003,0.65885,1.0,0.6974050952174842
518,0.052180000000000004,0.6125,3.588,0.6974050952174842
519,0.04048,0.667375,4.667,0.6974050952174842
520,0.0043,0.5699,0,0.6974050952174842
521,0.24984000000000003,0.7106,1.0,0.6974050952174842
522,0.35789000000000004,0.478575,1.8330000000000002,0.6974050952174842
523,0.0,0.6836,4.1819999999999995,0.6974050952174842
524,0.04241,0.684525,4.231,0.6974050952174842
525,0.21013,0.6694,4.0,0.6974050952174842
526,0.1159,0.60485,0,0.6974050952174842
527,0.16796000000000003,0.60485,0,0.6974050952174842
528,0.22667,0.6483,3.333,0.6974050952174842
529,0.08534000000000001,0.64705,3.0,0.6974050952174842
530,0.15956,0.63365,4.667,0.6974050952174842
531,0.14066,0.663875,3.0,0.6974050952174842
532,0.37728,0.347225,2.0,0.6974050952174842
533,0.16064,0.5925,1.8519999999999999,0.6974050952174842
534,0.19674000000000003,0.673925,1.8719999999999999,0.6974050952174842
535,0.029990000000000003,0.70295,0,0.6974050952174842
