,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
16984,26,34,28,15,7,27,22,67,64,100,31,52
16985,0,0,2,0,100,38,56,19,21,18,8,25
16986,0,0,29,29,0,0,35,0,100,29,0,0
16987,50,54,51,100,56,51,57,57,88,73,52,62
16988,87,100,90,36,7,39,25,19,39,40,7,44
16989,0,0,0,0,0,0,0,0,0,0,100,0
16990,48,91,100,72,45,25,42,57,43,81,69,73
16991,0,0,0,0,0,100,80,0,0,0,0,0
16992,43,21,20,2,28,32,58,63,51,100,26,73
16993,77,57,43,38,71,74,78,70,86,100,55,88
16994,100,17,19,10,18,22,9,17,21,23,9,25
16995,26,26,13,9,13,42,22,17,100,26,19,44
16996,0,0,0,0,0,0,0,0,0,0,0,0
16997,84,77,76,75,91,92,91,100,86,80,89,88
16998,26,5,20,6,16,12,30,100,74,54,45,45
16999,65,37,63,93,74,93,88,63,44,41,62,100
17000,0,0,0,0,0,0,0,0,0,0,0,0
17001,0,0,0,0,0,0,0,0,0,0,0,0
17002,0,0,0,0,0,0,0,0,0,0,0,0
17003,95,96,87,82,85,94,100,95,96,89,87,94
17004,0,100,0,0,0,0,0,0,0,0,0,0
17005,63,73,81,79,43,52,94,61,58,95,56,100
17006,91,100,72,46,49,68,83,48,43,54,53,77
17007,62,49,54,39,52,72,80,76,78,83,61,100
17008,56,50,53,35,53,83,100,66,72,81,51,93
17009,61,69,71,64,63,72,85,85,97,100,81,91
17010,73,73,84,80,98,100,88,83,77,73,82,76
17011,37,30,40,21,13,20,61,11,62,100,26,61
17012,73,73,84,80,98,100,88,83,77,73,82,76
17013,55,35,32,22,11,27,100,32,36,87,23,50
17014,43,39,38,29,28,39,61,46,45,100,58,69
17015,0,0,0,0,0,0,8,0,100,0,18,38
17016,81,78,84,79,92,100,96,88,87,85,88,88
17017,6,4,26,13,100,41,31,19,15,24,6,13
17018,23,13,12,9,17,32,40,64,100,84,25,46
17019,0,0,90,60,50,0,0,0,0,60,0,100
17020,3,2,2,2,2,2,2,2,2,2,3,100
17021,0,0,56,100,78,0,56,0,56,67,56,67
17022,45,40,43,47,78,91,92,93,100,91,84,81
17023,25,21,15,20,51,80,100,69,100,92,83,83
17024,0,0,0,0,0,0,0,0,0,0,0,0
17025,8,9,11,10,20,44,53,43,92,100,36,44
17026,35,0,0,0,55,40,85,100,0,0,25,0
17027,0,0,0,0,0,0,0,0,0,0,0,0
17028,66,87,45,31,26,32,45,89,100,46,54,78
17029,11,11,11,0,51,47,84,24,11,87,100,67
17030,100,1,1,0,10,1,6,2,4,7,5,15
17031,3,1,2,1,2,5,9,24,74,100,15,10
17032,0,0,0,0,0,0,0,0,0,0,0,0
17033,24,23,21,17,17,27,44,83,100,75,27,37
17034,34,27,25,23,24,22,34,74,100,84,31,44
17035,44,35,32,29,33,31,48,72,100,74,45,59
17036,63,81,100,39,33,41,62,50,75,90,42,61
17037,39,41,51,56,54,35,62,100,74,51,44,57
17038,14,20,100,35,19,17,30,20,27,33,17,28
17039,18,19,30,17,20,25,25,26,13,14,100,43
17040,61,70,100,26,14,15,29,38,36,70,15,33
17041,81,94,100,46,28,34,48,43,64,71,36,58
17042,100,24,0,0,0,24,33,24,24,33,0,24
17043,0,0,0,0,0,0,0,0,0,0,0,0
17044,34,29,28,21,44,65,90,76,47,56,62,100
17045,60,59,61,76,75,73,80,77,84,80,78,100
17046,68,84,75,53,43,50,54,53,80,100,48,51
17047,33,34,100,41,35,42,37,38,45,58,34,36
17048,25,26,100,34,26,32,28,29,37,52,24,26
17049,25,26,100,35,26,33,29,30,38,52,25,27
17050,25,26,100,34,25,32,28,29,38,52,24,26
17051,25,26,100,34,25,32,28,29,37,52,24,26
17052,26,26,100,35,26,33,29,30,38,53,25,27
17053,25,26,100,34,25,32,28,29,37,52,24,26
17054,25,26,100,34,26,33,29,30,38,53,25,27
17055,2,100,93,3,1,1,6,3,10,12,9,2
17056,80,93,100,34,28,52,77,53,66,88,26,53
17057,24,26,26,15,18,25,100,36,54,43,28,41
17058,20,100,44,0,0,0,0,0,0,0,0,0
17059,100,60,62,14,13,23,18,15,20,19,15,16
17060,100,39,25,24,9,12,14,37,68,39,22,17
17061,78,100,86,52,54,71,85,73,84,87,60,80
17062,51,44,39,25,29,47,57,42,47,80,100,72
17063,47,47,51,37,37,47,83,52,100,94,55,65
17064,69,77,81,65,71,83,100,73,73,88,65,71
17065,0,0,0,0,0,0,0,56,0,100,0,0
17066,100,84,75,34,53,56,55,43,60,65,37,64
17067,81,100,72,59,57,62,44,62,68,55,37,58
17068,57,56,47,29,28,35,43,62,67,100,63,58
17069,49,41,45,28,36,48,54,44,54,61,48,100
17070,58,43,42,43,88,100,87,73,71,50,76,98
17071,77,100,59,29,42,71,87,51,60,73,53,83
17072,0,0,0,0,0,0,0,0,0,0,0,0
17073,29,26,30,24,47,57,29,31,36,100,61,33
17074,76,70,71,69,59,79,87,62,100,98,70,89
17075,81,79,79,77,98,96,100,87,91,84,91,89
17076,81,79,79,77,98,96,100,87,91,84,91,89
17077,31,14,18,6,7,100,21,7,4,6,36,18
17078,71,53,100,21,28,10,14,49,17,11,29,25
17079,0,38,38,0,0,0,100,0,46,0,0,0
17080,0,0,0,0,0,0,0,0,0,0,0,0
17081,71,89,100,80,82,100,77,57,65,77,83,52
17082,0,0,0,0,0,0,0,0,0,0,0,0
17083,0,0,0,0,0,0,100,0,0,0,0,0
17084,76,75,77,80,99,100,98,95,96,99,96,92
17085,53,88,93,59,75,84,100,83,86,89,70,92
17086,100,22,45,43,7,7,16,45,59,81,32,43
17087,76,73,82,70,86,93,97,79,89,88,74,100
17088,73,73,84,80,98,100,88,83,77,73,82,76
17089,31,90,45,0,0,0,7,25,7,100,0,0
17090,78,78,85,79,92,97,94,97,98,100,96,100
17091,59,62,61,56,64,72,80,78,87,100,71,83
17092,21,55,100,25,7,0,7,7,15,8,16,34
17093,63,100,74,60,43,22,62,37,45,34,19,19
17094,48,36,33,10,33,61,82,55,43,40,58,100
17095,8,9,8,7,6,7,100,8,9,10,7,9
17096,95,100,100,28,15,25,44,25,25,38,26,67
17097,0,0,0,0,0,0,0,0,0,0,0,0
17098,0,0,0,0,0,0,0,0,0,0,0,0
17099,50,100,66,32,18,32,66,44,59,45,59,75
17100,21,0,92,21,0,29,100,63,46,0,46,67
17101,83,68,66,49,65,84,100,94,97,81,80,100
17102,34,34,35,24,37,47,71,40,60,100,60,87
17103,0,0,100,100,100,0,0,0,0,0,0,0
17104,33,16,32,7,4,8,24,24,100,76,30,52
17105,0,0,0,0,0,0,0,0,0,0,0,0
17106,37,34,21,11,2,28,60,44,71,100,20,45
17107,75,76,74,68,68,71,70,73,78,83,100,76
17108,10,9,2,6,69,78,100,66,45,49,61,70
17109,89,83,100,66,54,86,57,53,56,65,38,51
17110,0,0,0,0,0,0,0,0,0,0,0,0
17111,21,43,25,18,0,100,25,0,86,0,61,0
17112,0,0,0,0,0,0,0,9,100,72,2,1
17113,0,0,0,0,0,0,0,100,0,71,0,0
17114,100,0,0,0,0,0,0,0,0,0,0,0
17115,47,100,33,33,22,45,74,24,22,19,21,34
17116,36,37,25,27,100,81,48,40,29,32,38,28
17117,77,77,89,81,98,100,90,85,80,74,84,80
17118,0,0,0,0,0,0,0,0,0,0,0,0
17119,86,79,95,87,84,69,70,78,90,80,95,100
17120,36,42,64,0,67,31,14,39,100,28,17,58
17121,0,9,0,0,8,0,8,15,100,67,8,67
17122,0,0,0,0,0,0,0,0,0,0,0,0
17123,83,80,80,82,100,97,100,98,90,83,92,93
17124,100,0,0,0,0,0,83,0,0,0,0,0
17125,0,0,0,0,0,0,0,0,0,0,0,100
17126,22,26,0,0,0,0,74,41,44,100,19,63
17127,0,100,0,0,0,0,0,0,0,0,0,0
17128,53,46,57,86,55,64,100,60,82,76,72,77
17129,50,45,57,92,55,61,100,58,82,75,68,70
17130,0,0,0,100,0,0,0,63,42,67,75,88
17131,57,76,24,24,0,24,0,0,100,24,0,0
17132,74,76,74,68,69,71,71,73,78,83,100,76
17133,49,40,34,31,38,48,100,65,59,63,95,92
17134,13,8,0,4,20,28,65,100,51,25,53,22
17135,0,0,0,0,0,0,0,0,0,0,0,0
17136,0,0,100,80,0,70,0,60,50,0,50,0
17137,49,42,90,55,29,54,100,52,61,93,16,42
17138,8,5,5,6,11,12,9,7,10,14,100,47
17139,81,78,83,82,99,99,100,91,87,82,93,88
17140,100,75,64,67,60,51,63,73,72,81,78,78
17141,0,0,0,0,0,0,0,0,0,0,0,0
17142,49,50,56,56,88,100,83,75,71,86,75,69
17143,51,79,82,40,31,48,53,69,100,90,82,77
17144,79,89,97,86,95,100,88,83,82,77,87,78
17145,0,0,0,83,0,0,0,28,0,33,100,0
17146,29,24,0,24,0,100,48,48,43,86,24,0
17147,0,0,0,0,0,0,100,100,0,0,0,0
17148,0,0,0,0,0,0,0,0,0,0,0,0
17149,57,60,100,24,38,38,31,12,19,62,55,57
17150,0,0,0,0,0,0,0,0,100,0,0,0
17151,0,0,0,0,0,0,0,0,0,100,0,0
17152,0,0,0,0,0,0,0,0,0,0,0,0
17153,0,0,0,0,0,0,0,0,0,0,0,0
17154,0,0,0,0,0,0,0,0,0,0,0,0
17155,62,54,52,39,60,75,83,86,100,84,78,87
17156,33,32,36,42,39,45,42,41,51,100,42,49
17157,33,32,36,42,39,45,42,41,51,100,41,49
17158,34,32,37,42,40,46,43,42,52,100,43,50
17159,33,32,36,42,39,45,42,41,51,100,41,49
17160,33,32,36,42,39,45,42,41,51,100,41,49
17161,33,32,36,42,39,45,42,41,51,100,41,49
17162,33,32,36,42,39,45,42,41,51,100,41,49
17163,34,33,37,42,40,45,42,42,52,100,42,49
17164,34,32,37,42,40,46,43,42,52,100,42,50
17165,32,30,34,39,38,49,48,48,56,100,44,59
17166,34,32,37,42,40,46,42,42,51,100,42,49
17167,38,36,39,44,43,49,46,46,55,100,46,54
17168,44,38,40,44,47,62,70,63,66,100,55,66
17169,33,32,36,42,39,45,42,41,51,100,41,49
17170,51,48,53,52,57,61,62,60,74,100,64,70
17171,33,32,36,42,39,45,42,41,51,100,41,49
17172,34,32,37,42,40,46,42,42,52,100,42,49
17173,33,32,36,42,39,45,42,41,51,100,41,49
17174,33,31,36,41,39,45,41,42,51,100,41,49
17175,79,79,68,23,42,78,100,63,56,55,27,32
17176,23,28,27,10,28,15,26,22,55,100,16,54
17177,59,47,54,35,26,57,73,53,64,75,44,100
17178,0,0,0,0,12,0,100,63,67,88,53,92
17179,26,15,16,12,12,13,17,80,100,13,23,13
17180,68,66,71,61,74,76,82,79,100,99,89,93
17181,0,0,0,0,0,0,0,0,0,0,0,0
17182,80,100,90,0,0,0,0,0,0,0,0,0
17183,62,70,59,35,42,82,79,100,96,98,82,83
17184,36,35,41,38,45,59,49,42,51,100,51,51
17185,36,35,41,38,45,59,50,41,50,100,51,51
17186,78,89,95,79,84,98,100,67,89,67,45,54
17187,85,87,92,78,91,100,96,94,89,79,80,87
17188,21,12,14,8,23,50,52,58,100,55,40,48
17189,76,78,77,78,92,100,85,84,84,77,85,84
17190,0,100,0,0,0,0,0,0,0,0,0,0
17191,56,77,74,39,26,40,46,47,70,100,37,73
17192,42,32,24,32,26,23,54,74,76,85,56,100
17193,42,58,42,20,0,13,32,54,74,100,19,44
17194,65,57,56,49,52,67,100,91,86,64,71,70
17195,51,39,35,22,18,38,65,40,62,97,97,100
17196,0,0,0,0,0,0,0,0,0,0,0,0
17197,51,32,15,14,57,66,89,100,86,27,63,60
17198,7,9,18,7,24,49,100,15,63,79,48,21
17199,0,0,0,0,16,100,66,41,31,0,16,16
17200,0,46,11,24,43,100,37,0,0,0,22,72
17201,64,32,39,35,59,72,62,58,50,62,61,100
17202,0,0,0,0,0,0,0,0,0,0,0,0
17203,0,0,0,0,0,0,0,0,0,0,0,0
17204,29,20,20,14,26,49,53,50,55,100,33,53
17205,0,0,0,0,0,0,0,0,0,0,0,0
17206,100,8,8,5,7,10,8,6,7,8,14,100
17207,76,36,35,27,36,56,51,69,100,82,47,90
17208,99,11,12,9,10,13,12,10,12,13,17,100
17209,100,8,8,5,7,10,8,6,7,8,14,100
17210,70,12,9,9,11,13,16,18,24,32,38,100
17211,44,9,8,6,19,36,40,27,32,27,68,100
17212,26,7,18,7,24,36,38,23,31,28,34,100
17213,65,51,51,45,43,48,47,45,58,100,49,58
17214,0,100,0,0,45,0,0,0,0,45,0,0
17215,55,81,73,81,100,97,89,80,74,97,78,72
17216,16,16,11,12,12,16,17,100,23,21,16,19
17217,0,0,0,0,0,0,0,0,0,0,0,0
17218,87,92,70,55,36,100,99,57,73,53,37,41
17219,0,0,0,0,0,0,0,0,0,100,0,100
17220,66,44,35,17,21,94,100,76,88,81,44,24
17221,0,0,0,0,0,0,0,0,0,0,0,0
17222,73,73,84,80,98,100,88,83,77,73,82,76
17223,0,33,100,0,33,33,0,28,56,28,28,28
17224,34,100,26,5,22,39,63,48,44,43,17,43
17225,62,62,52,45,45,49,59,100,68,72,50,52
17226,65,26,30,37,3,11,34,21,42,100,12,16
17227,32,37,64,32,38,50,100,28,28,36,42,52
17228,54,62,80,68,68,62,100,65,63,61,61,53
17229,34,100,83,33,1,0,0,0,1,2,0,1
17230,49,47,57,56,61,63,61,81,100,66,68,63
17231,0,0,0,0,0,0,0,0,0,0,0,0
17232,0,0,0,0,0,0,0,0,0,0,0,0
17233,0,0,0,0,0,0,0,0,0,100,0,0
17234,6,5,2,2,6,7,12,50,100,90,8,5
17235,68,84,75,53,43,50,54,53,80,100,48,51
17236,35,29,11,4,21,27,69,33,43,20,100,86
17237,68,84,75,53,43,50,54,53,80,100,48,51
17238,90,100,76,31,35,39,88,90,66,36,58,72
17239,85,98,89,81,83,92,92,89,100,91,81,91
17240,0,0,0,0,0,0,0,0,0,0,0,0
17241,100,88,82,66,43,67,75,74,100,90,53,69
17242,7,15,14,7,4,6,100,7,8,15,7,6
17243,75,84,67,60,60,76,85,78,79,86,64,100
17244,68,100,59,49,43,47,60,43,49,37,31,46
17245,73,73,84,80,98,100,88,83,77,73,82,76
17246,100,88,0,0,0,0,0,75,0,0,0,0
17247,16,5,17,38,17,15,25,29,62,100,33,29
17248,19,8,10,4,11,18,52,30,100,63,39,27
17249,0,0,0,0,0,0,0,0,0,0,0,0
17250,75,83,85,70,83,73,79,91,100,88,74,91
17251,77,77,88,81,98,100,90,85,80,74,84,80
17252,54,92,48,39,84,60,53,100,78,27,55,73
17253,73,73,84,80,98,100,88,83,77,73,82,76
17254,5,3,4,2,3,9,21,32,56,100,32,19
17255,77,77,88,81,98,100,90,85,80,74,83,80
17256,7,0,0,0,0,53,66,88,95,93,32,100
17257,100,73,64,57,56,58,60,56,62,58,59,75
17258,100,89,98,69,43,66,79,59,93,76,49,73
17259,98,100,69,56,60,67,86,51,93,62,31,36
17260,73,76,74,68,82,89,100,88,82,80,81,81
17261,98,85,99,100,73,58,77,60,64,59,52,62
17262,0,100,0,0,24,48,38,0,0,24,0,24
17263,75,5,5,5,0,12,19,5,0,5,14,100
17264,3,0,0,0,0,0,5,11,47,100,2,4
17265,91,11,25,3,7,19,17,23,15,44,17,100
17266,0,0,0,0,0,0,0,0,0,0,0,0
17267,0,0,0,0,0,50,0,0,0,0,0,100
17268,86,96,100,63,76,83,88,79,89,88,78,78
17269,0,0,0,0,0,0,0,0,0,0,0,0
17270,0,0,0,0,0,0,0,0,0,0,0,0
17271,0,0,0,0,0,0,0,0,0,0,0,0
17272,73,73,84,80,98,100,88,83,77,73,82,76
17273,0,0,0,0,0,1,3,28,73,100,4,1
17274,57,23,23,25,92,100,68,45,44,40,51,94
17275,0,0,0,0,0,0,0,0,0,0,0,0
17276,87,87,87,80,89,100,94,94,95,91,95,98
17277,36,28,28,26,48,59,44,41,44,100,37,61
17278,0,0,0,0,0,0,0,0,0,0,0,0
17279,17,37,34,27,42,75,76,93,100,83,29,28
17280,0,0,0,0,0,0,0,0,0,0,0,0
17281,61,77,56,46,39,49,82,55,66,100,50,65
17282,6,0,0,0,11,31,91,46,46,100,11,10
17283,75,75,83,80,94,100,93,86,81,79,83,83
17284,55,55,54,71,9,70,39,54,38,100,58,61
17285,100,97,72,59,61,53,68,64,78,93,69,73
17286,0,0,0,0,0,0,0,0,0,0,0,0
17287,19,21,16,12,8,44,50,64,100,79,36,35
17288,1,1,0,0,1,1,2,100,15,10,2,1
17289,0,63,0,0,63,0,0,0,0,100,75,0
17290,0,0,0,0,0,0,0,0,0,0,0,0
17291,0,0,0,0,0,0,0,0,0,0,0,0
17292,73,73,84,80,98,100,88,83,77,73,82,76
17293,60,0,0,50,0,0,100,0,50,0,70,0
17294,44,29,30,25,40,52,58,52,100,64,80,60
17295,25,17,19,13,28,46,26,28,38,100,28,40
17296,17,30,100,11,41,29,28,66,15,30,25,33
17297,33,50,46,40,31,49,54,60,83,100,35,51
17298,24,29,28,20,27,49,45,63,100,81,37,40
17299,0,0,0,0,0,0,0,0,0,0,0,0
17300,31,87,50,42,65,50,46,54,74,100,63,41
17301,52,0,36,10,7,7,31,17,24,100,75,60
17302,0,0,0,0,0,0,0,91,100,59,0,0
17303,0,0,0,0,0,0,0,0,0,0,0,0
17304,100,74,55,51,44,89,46,35,36,42,25,26
17305,42,34,18,13,29,38,100,95,30,24,44,46
17306,42,36,58,100,20,28,44,42,47,62,38,71
17307,0,0,0,0,0,0,0,0,0,0,0,0
17308,0,0,0,0,0,0,0,0,0,0,0,0
17309,26,26,35,56,9,15,10,31,34,100,24,91
17310,26,26,35,56,9,15,10,31,34,100,24,91
17311,63,81,84,65,59,77,71,66,70,100,67,76
17312,26,32,55,39,0,45,92,47,68,100,32,26
17313,96,100,96,65,53,50,56,64,59,82,39,68
17314,0,0,0,0,0,0,0,0,0,0,0,0
17315,77,31,41,66,51,15,42,62,75,65,85,100
17316,48,44,33,36,46,41,65,70,95,56,100,60
17317,0,0,0,0,0,0,100,0,0,100,0,0
17318,49,59,52,48,69,66,68,70,79,94,63,100
17319,77,78,88,81,99,100,91,87,83,79,84,85
17320,100,70,30,0,15,0,0,0,33,15,15,15
17321,0,0,0,0,0,0,0,0,0,0,0,0
17322,81,100,85,71,65,74,83,76,78,83,73,79
17323,0,0,0,0,0,0,0,0,0,0,100,0
17324,0,0,0,0,0,0,0,19,47,100,0,0
17325,0,45,0,0,0,0,100,0,0,0,0,45
17326,23,21,16,17,23,41,41,68,100,76,31,34
17327,0,0,0,0,0,0,0,0,0,0,0,0
17328,100,52,33,20,24,29,67,71,59,70,27,51
17329,100,89,76,23,7,7,44,17,20,31,6,29
17330,39,50,45,31,41,59,67,71,100,74,81,42
17331,4,4,5,7,16,20,28,36,100,86,33,19
17332,75,92,80,62,62,80,100,80,83,81,71,88
17333,48,64,51,29,57,71,92,51,100,56,29,45
17334,0,0,0,0,0,0,0,0,0,0,0,0
17335,44,35,29,0,7,24,57,59,96,100,65,69
17336,0,0,0,0,0,0,0,0,100,0,0,0
17337,100,63,95,23,6,8,37,65,27,38,0,50
17338,7,0,0,0,4,6,20,11,6,16,100,18
17339,62,73,80,54,60,80,100,88,85,79,58,74
17340,83,100,96,63,41,35,31,28,27,28,27,24
17341,31,19,25,19,27,42,30,39,83,34,29,100
17342,0,0,0,0,0,0,0,0,100,0,0,0
17343,10,0,0,0,2,51,98,46,62,100,27,36
17344,100,99,88,70,60,61,75,73,77,85,60,75
17345,44,67,46,52,92,61,56,71,83,100,71,52
17346,35,10,12,10,0,24,31,0,27,100,22,43
17347,0,0,0,0,0,0,0,0,0,0,0,0
17348,20,10,24,15,32,50,68,56,36,39,19,100
17349,76,76,62,53,75,94,100,86,97,90,80,85
17350,100,16,81,22,0,53,25,0,0,44,41,50
17351,89,28,53,29,100,61,69,76,77,65,55,71
17352,86,100,81,61,50,70,85,69,79,72,53,69
17353,61,67,58,32,33,66,60,62,100,100,49,75
17354,23,33,25,14,17,37,43,71,100,92,33,38
17355,32,31,33,41,72,96,100,98,81,86,64,65
17356,55,100,86,53,48,43,53,47,84,79,21,32
17357,1,2,1,0,0,9,9,54,100,65,15,21
17358,75,66,35,9,4,35,83,52,63,100,43,54
17359,85,80,100,53,13,54,58,48,98,83,56,85
17360,0,0,0,0,0,21,32,26,100,32,0,0
17361,78,78,90,82,98,100,90,85,81,76,84,81
17362,33,32,44,30,33,43,56,46,65,100,43,65
17363,48,63,100,79,50,62,59,71,69,77,61,65
17364,90,99,91,73,65,75,81,79,82,100,76,81
17365,26,30,29,21,28,50,46,64,100,81,38,41
17366,80,91,100,87,89,81,82,74,81,79,85,77
17367,80,79,90,99,100,85,87,77,73,79,73,86
17368,17,21,17,10,12,33,37,51,100,76,27,32
17369,63,79,78,30,26,29,49,35,61,100,30,45
17370,0,0,0,0,63,0,100,0,0,0,0,63
17371,3,100,5,3,0,5,6,3,12,3,3,7
17372,47,45,63,19,15,43,57,34,58,95,52,100
17373,13,12,6,9,17,32,57,88,100,50,13,19
17374,34,30,32,26,25,46,84,56,76,100,71,84
17375,4,39,9,0,100,36,17,17,10,0,34,42
17376,25,28,22,18,19,39,42,60,100,73,30,37
17377,56,100,74,66,60,76,82,62,83,82,56,62
17378,22,54,55,18,31,41,74,25,28,39,28,100
17379,52,35,37,30,39,66,100,51,48,63,55,81
17380,52,34,36,30,50,81,100,50,46,61,54,79
17381,52,34,36,30,39,65,100,50,46,62,54,80
17382,52,34,36,29,39,65,100,50,46,61,54,80
17383,51,34,36,30,39,65,100,50,46,62,54,80
17384,52,34,36,29,39,65,100,50,46,62,54,80
17385,47,24,19,14,30,78,100,56,45,54,39,52
17386,64,0,0,0,0,55,0,100,0,0,0,0
17387,100,43,55,35,12,22,24,14,47,45,12,80
17388,100,12,76,24,0,0,29,0,14,12,17,0
17389,0,100,73,0,0,0,0,0,45,0,0,91
17390,33,25,26,24,49,64,43,44,79,100,48,55
17391,100,0,0,0,0,0,0,0,0,0,0,100
17392,55,47,35,24,42,89,100,53,61,58,21,35
17393,57,53,71,80,91,100,70,54,57,59,55,52
17394,4,2,2,3,4,13,33,25,100,60,17,16
17395,0,0,0,0,0,0,0,100,0,0,0,0
17396,0,0,0,0,0,0,0,0,0,0,0,0
17397,0,0,0,0,0,0,0,0,0,0,0,0
17398,3,0,0,0,5,0,0,100,25,5,4,0
17399,0,0,0,0,0,0,0,0,0,0,0,0
17400,85,83,86,64,73,90,94,92,100,93,96,98
17401,58,30,27,29,50,51,63,54,41,34,67,100
17402,48,27,71,16,45,38,90,52,64,77,30,100
17403,40,0,0,0,67,0,100,0,0,100,67,80
17404,44,42,41,40,56,100,98,93,80,59,74,82
17405,0,0,0,0,0,0,0,0,0,0,0,0
17406,2,2,2,2,2,3,4,100,3,4,8,12
17407,0,0,0,0,0,0,0,0,0,100,0,0
17408,0,0,0,0,0,0,0,0,0,0,0,0
17409,68,72,60,48,58,64,77,100,98,89,60,96
17410,77,77,88,96,100,72,67,68,33,47,51,88
17411,0,0,0,100,0,0,0,0,100,0,0,0
17412,79,67,66,58,57,57,66,100,86,96,49,59
17413,84,86,82,65,56,62,83,83,96,100,65,89
17414,73,73,84,80,98,100,88,83,77,73,82,76
17415,2,2,2,0,2,7,100,44,29,25,6,5
17416,37,100,23,0,0,2,4,2,0,2,0,7
17417,80,40,73,73,0,0,40,47,0,100,0,73
17418,46,52,49,63,74,74,100,86,81,81,64,61
17419,99,95,52,37,62,51,95,62,80,100,72,63
17420,99,100,97,82,89,82,84,86,92,97,92,93
17421,37,16,9,7,7,7,13,12,6,29,54,100
17422,15,8,11,4,5,33,100,25,17,46,22,89
17423,0,0,0,0,0,0,0,0,0,0,0,0
17424,54,23,38,0,0,23,38,23,100,0,0,0
17425,74,88,86,87,100,92,80,67,74,78,92,99
17426,100,57,18,19,50,37,49,24,51,36,19,30
17427,74,60,60,55,84,100,80,61,63,65,69,95
17428,48,41,32,24,57,83,54,38,54,66,61,100
17429,77,77,88,81,98,100,90,85,80,74,83,80
17430,37,75,69,15,17,16,15,43,52,100,44,43
17431,12,7,0,0,0,2,2,49,89,100,4,0
17432,65,58,63,51,68,77,100,72,81,82,58,62
17433,0,0,100,0,0,0,0,0,0,0,0,0
17434,49,57,52,43,54,75,76,69,100,93,68,71
17435,13,7,6,4,14,55,82,57,83,100,34,41
17436,0,0,0,0,0,13,80,13,59,100,11,9
17437,10,7,8,7,26,50,60,65,94,100,53,44
17438,53,49,45,44,100,81,56,54,71,50,48,47
17439,0,100,21,0,0,0,0,0,0,0,0,0
17440,2,4,2,1,2,9,15,8,19,100,26,11
17441,53,33,25,25,39,49,48,100,83,65,57,52
17442,0,0,0,0,0,0,0,0,0,0,0,0
17443,0,0,0,0,100,0,0,100,0,0,0,0
17444,100,65,43,38,48,57,71,98,69,50,64,65
17445,61,53,41,25,12,44,40,33,100,77,18,39
17446,0,0,0,0,0,0,0,0,0,0,0,0
17447,49,45,52,88,32,42,56,100,48,57,67,66
17448,51,86,97,57,33,39,43,54,81,100,47,52
17449,50,86,97,57,32,39,42,53,80,100,46,51
17450,50,86,97,56,32,38,41,52,80,100,45,50
17451,44,91,100,53,27,29,29,46,41,47,29,39
17452,50,86,96,56,31,38,41,52,81,100,45,50
17453,49,85,95,55,30,37,42,52,80,100,44,50
17454,50,87,97,57,32,38,41,52,80,100,45,50
17455,57,88,97,67,50,54,58,64,86,100,57,61
17456,50,86,97,56,32,38,41,52,80,100,45,50
17457,50,86,97,56,32,38,42,52,80,100,45,50
17458,54,85,94,59,41,47,50,58,83,100,52,56
17459,50,86,97,57,32,38,42,53,80,100,45,51
17460,49,85,96,56,31,38,41,52,80,100,45,50
17461,31,40,45,17,10,19,30,32,61,100,26,52
17462,5,4,5,4,6,9,23,71,100,98,15,8
17463,13,23,70,25,22,83,27,20,52,100,30,18
17464,4,12,12,2,1,9,18,52,100,73,27,26
17465,30,97,100,53,8,2,2,3,5,5,3,7
17466,30,97,100,53,8,2,2,3,6,5,3,8
17467,30,97,100,53,8,2,2,3,5,5,3,7
17468,30,97,100,53,8,2,2,3,5,5,3,7
17469,30,97,100,53,8,2,2,3,5,5,3,8
17470,27,99,100,48,9,5,5,7,12,12,8,13
17471,29,38,45,18,7,17,46,65,57,100,37,76
17472,16,39,100,89,9,10,9,5,9,6,18,8
17473,88,87,87,80,89,100,95,95,96,91,96,99
17474,6,56,100,25,1,0,0,6,32,49,1,1
17475,18,0,0,18,0,0,18,43,100,75,18,0
17476,100,61,90,98,16,44,70,66,28,18,0,30
17477,20,0,13,8,33,100,34,7,68,21,29,14
17478,0,0,16,1,0,0,2,11,71,100,1,1
17479,0,0,0,0,0,0,0,0,0,100,0,0
17480,77,77,89,81,98,100,90,85,80,74,84,80
17481,93,86,66,0,0,17,100,69,31,38,93,21
17482,0,0,0,0,0,0,0,0,0,0,0,0
17483,39,20,24,16,100,56,36,13,0,7,35,28
17484,77,77,88,81,98,100,91,87,84,77,84,80
17485,47,30,31,28,41,100,94,43,34,39,29,63
17486,0,0,0,0,0,0,100,0,0,0,0,0
17487,0,0,0,0,0,0,0,0,0,0,0,0
17488,0,0,0,0,0,0,0,0,0,0,0,0
17489,0,0,0,0,0,0,0,0,0,0,0,0
17490,2,1,1,0,7,1,1,9,26,100,11,10
17491,100,66,57,51,65,80,66,81,87,65,77,71
17492,73,73,82,78,97,100,88,82,76,72,83,76
17493,77,75,78,63,83,100,94,76,72,71,79,74
17494,0,0,0,0,0,0,0,0,0,0,0,0
17495,0,0,0,0,0,0,0,0,0,0,0,0
17496,54,52,64,35,50,75,100,65,79,90,59,72
17497,100,0,100,0,0,0,83,0,0,0,83,0
17498,0,0,0,0,0,0,0,0,0,0,0,0
17499,71,54,49,49,61,61,67,59,77,100,71,67
