,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
4302,6,7,4,1,1,1,1,17,100,95,46,59
4303,6,7,4,1,1,1,1,17,100,95,46,59
4304,6,7,4,1,1,1,1,17,100,95,46,59
4305,14,16,14,17,14,13,14,20,34,100,16,15
4306,74,9,9,20,8,19,18,38,19,24,15,100
4307,66,57,54,40,18,19,34,50,100,78,50,100
4308,76,76,72,77,78,90,100,86,83,99,83,83
4309,70,53,62,35,52,70,100,91,76,82,62,72
4310,70,53,62,35,52,70,100,91,76,82,62,72
4311,55,62,60,56,59,70,85,100,93,69,68,85
4312,5,5,5,12,8,6,7,9,24,100,8,6
4313,24,24,25,32,57,73,84,100,73,55,64,46
4314,16,17,20,13,100,16,13,12,7,14,11,7
4315,45,35,33,19,15,100,8,17,13,19,24,27
4316,41,43,59,47,75,83,86,79,65,100,78,72
4317,0,11,1,5,2,2,100,0,0,2,3,1
4318,21,19,16,15,37,100,58,38,44,22,27,32
4319,9,9,7,8,8,20,100,16,8,8,8,10
4320,0,0,0,0,0,0,0,0,0,0,0,0
4321,84,88,87,86,100,97,96,92,93,89,93,94
4322,100,97,97,98,91,86,86,79,82,93,84,78
4323,13,0,0,100,0,0,0,0,0,0,0,0
4324,32,35,37,100,39,47,47,55,69,62,54,61
4325,0,0,0,0,0,0,0,0,0,0,0,0
4326,62,100,88,33,10,22,40,29,25,48,23,16
4327,65,92,61,56,26,52,63,100,84,60,46,46
4328,57,65,56,43,43,56,75,72,100,96,56,65
4329,0,0,55,100,0,0,0,0,0,0,0,0
4330,66,68,72,61,64,71,86,98,90,100,79,92
4331,0,0,0,0,0,0,0,0,0,0,0,0
4332,53,56,51,51,100,90,85,79,82,53,60,67
4333,49,59,62,63,66,64,72,73,77,81,100,97
4334,0,0,0,0,0,0,0,0,0,0,0,0
4335,82,83,100,83,69,71,75,69,67,71,79,94
4336,44,48,47,46,43,66,66,51,89,100,52,55
4337,51,67,77,50,78,60,73,67,100,81,72,71
4338,68,86,76,55,45,52,56,56,81,100,52,56
4339,45,100,44,49,29,24,24,22,28,38,49,28
4340,40,100,32,50,27,20,16,17,19,28,49,22
4341,39,41,43,33,52,87,100,59,67,62,54,60
4342,76,78,80,100,72,69,86,86,97,91,83,81
4343,91,100,96,54,23,48,52,42,87,68,28,30
4344,69,100,65,42,24,32,51,51,59,56,45,50
4345,55,72,53,30,45,69,99,100,87,95,91,66
4346,32,34,42,17,42,49,100,67,78,99,43,73
4347,30,24,18,19,29,53,81,94,100,90,39,42
4348,81,78,79,78,83,91,88,85,82,85,92,100
4349,0,0,0,0,0,0,0,0,0,0,0,0
4350,26,25,23,21,29,30,28,39,34,100,32,35
4351,67,100,57,22,17,21,39,19,30,33,23,24
4352,100,86,64,54,65,73,80,87,94,73,82,93
4353,0,0,0,0,0,0,0,0,0,0,100,0
4354,100,99,75,37,9,18,71,89,74,91,41,80
4355,48,53,41,23,13,32,48,65,100,68,42,41
4356,41,45,36,20,11,17,28,38,78,100,24,25
4357,59,100,47,19,22,0,16,0,0,88,31,44
4358,45,53,48,50,64,100,68,39,45,47,84,55
4359,67,69,75,60,58,68,73,100,61,65,58,61
4360,57,100,49,32,26,42,62,52,84,63,41,49
4361,8,9,9,25,13,13,10,10,100,25,18,11
4362,69,66,70,71,67,73,74,76,81,71,82,100
4363,93,91,97,89,64,80,80,80,98,100,82,83
4364,62,0,8,8,11,20,33,36,0,39,80,100
4365,81,83,93,98,97,96,93,98,100,93,93,93
4366,100,98,94,68,40,66,78,62,83,79,57,83
4367,86,73,70,62,51,67,70,92,100,95,60,99
4368,56,87,100,38,14,14,24,25,39,56,17,35
4369,84,100,82,61,36,33,58,59,58,40,35,62
4370,100,82,46,28,17,19,36,46,38,46,19,35
4371,35,41,41,24,27,26,41,36,74,100,24,49
4372,16,26,94,15,41,16,37,39,27,100,16,21
4373,16,27,94,15,41,16,37,39,27,100,16,21
4374,16,27,94,15,41,16,37,39,27,100,16,21
4375,20,29,93,19,44,21,41,43,31,100,21,26
4376,0,0,0,0,0,0,0,0,0,0,0,0
4377,54,100,57,33,23,34,42,52,89,73,42,71
4378,13,30,41,53,77,100,45,30,46,39,21,27
4379,68,48,46,35,44,68,73,52,55,46,42,100
4380,0,0,0,0,0,0,0,0,0,0,0,0
4381,69,58,55,35,66,84,100,58,63,52,54,72
4382,0,0,0,0,0,0,0,0,0,0,0,0
4383,100,85,94,74,78,75,86,65,62,50,71,88
4384,100,85,94,74,77,75,86,65,62,50,71,88
4385,89,49,51,49,91,100,80,68,66,57,64,87
4386,67,79,74,64,71,100,90,81,83,87,78,85
4387,80,80,92,85,100,98,89,86,80,76,83,80
4388,61,100,56,93,24,37,59,41,43,41,17,3
4389,0,57,36,0,0,0,0,0,50,100,93,36
4390,0,0,0,0,0,0,0,0,0,0,0,0
4391,64,100,68,28,29,63,92,65,79,81,34,83
4392,0,0,0,0,0,0,0,0,0,0,0,0
4393,82,100,46,87,43,20,29,66,51,37,12,76
4394,8,9,10,25,14,14,10,10,100,25,18,12
4395,74,49,51,46,71,91,93,100,76,66,60,84
4396,100,56,48,37,38,46,58,31,33,36,26,39
4397,0,0,0,100,0,0,0,63,0,0,0,0
4398,51,73,58,54,36,47,72,85,100,41,57,61
4399,38,100,66,52,11,6,25,76,24,12,13,6
4400,80,79,76,54,65,80,96,85,95,98,84,100
4401,85,41,34,34,42,54,73,31,91,100,21,69
4402,58,56,55,43,73,68,82,100,77,71,62,85
4403,0,24,48,0,0,57,0,24,24,24,52,100
4404,81,100,69,28,50,30,25,45,86,99,50,76
4405,78,89,97,84,77,82,100,41,60,35,50,37
4406,76,100,69,51,4,44,58,13,32,43,27,25
4407,71,61,66,62,96,73,100,69,69,65,76,74
4408,71,61,66,62,96,73,100,69,69,65,76,74
4409,44,77,83,25,58,41,100,57,75,92,35,60
4410,46,78,63,58,49,48,59,78,92,90,71,100
4411,43,80,100,9,2,4,10,19,21,12,12,16
4412,8,9,9,25,13,13,10,10,100,25,18,11
4413,68,81,74,35,27,27,39,71,72,59,42,100
4414,100,35,32,7,0,9,16,31,25,29,26,0
4415,0,100,59,0,0,0,27,0,0,0,0,0
4416,46,71,63,54,55,86,66,76,81,100,88,85
4417,40,40,41,41,69,79,80,68,55,48,65,100
4418,10,100,12,7,5,6,7,7,10,65,6,7
4419,46,94,100,58,34,52,47,41,58,61,37,67
4420,35,40,36,23,20,22,31,41,100,49,19,21
4421,45,52,58,38,44,83,100,85,58,44,35,39
4422,24,42,35,26,37,100,93,31,67,88,40,77
4423,0,0,0,0,0,0,0,0,0,0,0,0
4424,80,80,92,81,97,100,88,82,81,80,84,85
4425,100,62,58,44,41,44,55,50,56,57,48,55
4426,19,21,18,16,19,22,26,26,29,29,24,100
4427,18,19,16,10,13,17,34,40,46,50,19,100
4428,100,92,68,52,52,59,78,64,66,61,40,59
4429,13,25,18,4,0,6,6,6,33,100,57,82
4430,27,26,26,25,27,100,59,83,51,33,38,23
4431,79,83,79,77,79,77,89,87,100,87,69,74
4432,0,0,0,0,0,0,0,0,0,0,0,0
4433,56,73,64,50,27,44,94,69,94,81,72,100
4434,61,89,100,73,80,90,94,66,70,81,70,89
4435,77,90,76,46,42,61,95,73,84,92,92,100
4436,22,28,29,17,17,19,26,42,100,53,18,23
4437,70,65,75,49,36,35,65,100,59,95,35,59
4438,0,0,45,0,0,100,0,0,0,0,0,0
4439,17,5,5,7,48,63,17,8,12,14,16,100
4440,5,1,1,3,6,14,18,44,49,100,18,13
4441,51,50,48,49,68,83,100,94,94,76,76,86
4442,39,48,45,27,13,21,31,47,100,85,27,34
4443,77,37,80,46,29,14,17,51,100,57,0,17
4444,73,74,79,75,94,100,98,88,86,76,81,85
4445,66,100,76,58,65,76,84,88,92,90,83,94
4446,41,100,38,27,0,0,6,0,0,0,0,0
4447,1,1,1,0,0,0,0,1,1,100,1,1
4448,92,86,75,57,67,73,100,93,89,91,52,77
4449,0,0,100,71,0,0,0,0,0,0,0,0
4450,69,100,73,33,5,18,28,44,30,5,0,12
4451,62,77,32,28,7,10,23,100,81,44,26,74
4452,93,80,93,72,53,93,100,86,92,94,66,97
4453,53,65,72,57,48,61,76,100,99,67,66,63
4454,69,100,95,52,35,44,45,41,56,56,31,47
4455,100,45,49,12,16,14,86,10,31,94,45,22
4456,3,0,0,0,0,5,56,100,15,1,0,2
4457,82,93,72,59,60,74,91,90,100,86,77,84
4458,86,44,23,21,11,23,48,100,74,27,21,69
4459,50,56,64,34,27,32,35,36,66,100,31,41
4460,24,32,25,16,14,34,34,54,100,85,35,57
4461,47,68,100,39,24,25,35,58,39,41,30,35
4462,69,67,52,45,24,26,31,55,67,100,29,35
4463,77,86,91,40,14,25,41,48,89,100,8,27
4464,68,100,59,45,42,57,68,71,71,60,60,67
4465,30,100,28,49,26,20,18,19,20,33,69,19
4466,30,100,28,49,26,20,18,19,20,33,69,19
4467,38,100,39,54,34,21,24,23,22,41,45,22
4468,8,9,9,25,13,13,10,10,100,25,18,11
4469,8,9,9,25,13,13,10,10,100,25,18,11
4470,37,5,3,5,41,31,34,38,42,30,48,100
4471,60,69,61,45,29,39,44,59,100,99,52,47
4472,80,100,71,42,17,31,34,49,72,60,17,37
4473,58,69,46,32,28,34,38,40,100,53,33,54
4474,0,0,25,100,0,0,25,0,0,0,25,0
4475,85,92,79,78,100,81,79,36,31,28,24,24
4476,23,24,28,36,23,24,21,21,100,33,30,27
4477,82,83,100,69,59,64,68,64,59,57,71,87
4478,65,63,68,45,51,70,79,72,51,47,60,100
4479,12,12,12,26,16,14,11,11,100,27,20,13
4480,46,45,76,37,39,53,68,83,74,72,100,84
4481,73,73,84,80,98,100,88,83,77,73,82,76
4482,73,73,84,80,98,100,88,83,77,73,82,76
4483,13,16,13,19,100,10,35,47,36,24,51,25
4484,58,100,59,42,18,19,36,44,63,47,19,37
4485,100,100,38,23,8,14,75,29,11,0,0,0
4486,24,24,25,22,16,21,27,32,73,32,100,26
4487,33,100,16,16,71,17,15,14,17,19,14,31
4488,15,10,14,11,7,8,15,12,24,100,79,63
4489,0,0,0,0,0,0,0,0,0,0,0,0
4490,11,2,4,5,65,100,54,34,27,16,18,27
4491,71,100,74,60,69,89,93,82,87,64,45,45
4492,92,100,94,86,67,51,73,66,74,68,58,75
4493,61,100,38,20,27,23,55,54,49,50,38,53
4494,86,84,53,42,26,51,80,72,87,92,100,75
4495,91,100,88,88,89,89,90,86,97,90,81,80
4496,73,73,84,80,98,100,88,83,77,73,82,76
4497,70,81,66,58,56,72,94,78,93,100,72,82
4498,8,9,9,25,13,13,10,10,100,25,18,11
4499,0,0,0,0,0,0,0,0,0,0,0,0
4500,53,33,25,25,39,49,48,100,83,65,57,52
4501,53,29,29,22,100,24,31,61,22,41,0,59
4502,80,77,53,45,33,79,100,76,80,72,48,53
4503,91,76,82,53,49,77,100,91,77,80,64,81
4504,58,63,100,47,39,49,58,55,69,61,37,40
4505,91,99,100,74,75,73,86,79,87,88,85,98
4506,100,0,0,0,0,0,0,0,83,0,0,0
4507,0,0,0,0,0,100,0,0,0,0,0,0
4508,0,0,0,0,0,0,100,0,100,100,0,0
4509,48,46,34,21,13,27,46,61,100,86,47,44
4510,67,78,71,47,27,45,60,58,84,100,45,61
4511,31,33,27,24,45,100,36,32,30,24,22,32
4512,83,100,93,29,5,19,48,54,36,66,28,47
4513,72,100,65,46,45,62,84,64,66,71,59,77
4514,28,32,30,100,22,23,22,26,35,36,24,26
4515,79,76,55,60,40,45,55,45,71,100,50,56
4516,68,100,95,38,59,60,56,86,84,77,82,71
4517,0,0,0,0,0,0,0,0,0,0,0,0
4518,0,0,0,0,0,0,0,0,0,0,0,0
4519,100,82,35,20,7,11,21,46,50,42,32,14
4520,8,9,9,25,13,13,10,10,100,25,18,11
4521,84,85,100,70,60,65,69,64,59,57,72,88
4522,88,42,45,42,48,69,76,70,60,61,55,100
4523,0,0,0,0,0,0,0,0,0,0,0,0
4524,0,0,0,0,0,0,0,0,0,0,0,0
4525,100,49,43,40,43,41,38,44,51,41,43,43
4526,33,35,29,30,100,23,45,58,54,44,60,39
4527,73,73,84,80,98,100,88,83,77,73,82,76
4528,80,83,92,86,98,100,91,88,89,83,86,84
4529,0,0,0,0,0,0,0,0,0,0,0,0
4530,0,0,0,0,0,100,0,0,0,0,0,0
4531,0,0,0,0,0,0,0,0,0,0,0,0
4532,0,0,0,0,0,0,0,0,0,0,0,0
4533,100,100,0,0,0,100,0,0,0,0,0,0
4534,0,0,100,35,0,0,29,35,0,41,0,35
4535,0,0,0,0,0,0,0,0,0,0,0,0
4536,0,0,0,0,0,0,100,0,0,0,0,0
4537,9,10,10,26,14,13,10,10,100,26,19,12
4538,8,9,9,25,13,13,9,9,100,25,18,11
4539,9,11,11,25,13,13,10,9,100,26,18,11
4540,8,9,9,25,13,13,9,9,100,25,18,11
4541,8,9,9,25,13,13,9,9,100,25,18,11
4542,8,9,9,25,13,13,9,9,100,25,18,11
4543,8,9,9,25,13,13,9,9,100,25,18,11
4544,8,9,9,25,13,13,9,9,100,25,18,11
4545,8,9,9,25,13,13,9,9,100,25,18,11
4546,8,9,9,25,13,13,9,9,100,25,18,11
4547,8,9,9,25,13,13,9,9,100,25,18,11
4548,8,9,9,25,13,13,9,9,100,25,18,11
4549,8,9,9,25,13,13,9,9,100,25,18,11
4550,8,9,9,25,13,13,9,9,100,25,18,11
4551,13,14,14,31,20,19,16,15,100,31,23,16
4552,9,9,10,26,14,13,10,10,100,26,19,12
4553,9,10,10,25,13,13,10,9,100,26,18,12
4554,8,9,9,25,13,13,9,9,100,25,18,11
4555,8,9,9,25,13,13,9,9,100,25,18,11
4556,9,10,10,25,14,13,10,10,100,25,19,12
4557,8,9,9,25,13,13,9,9,100,25,18,11
4558,8,9,9,25,13,13,9,9,100,25,18,11
4559,8,9,9,25,13,13,9,9,100,25,18,11
4560,8,9,9,25,13,13,9,9,100,25,18,11
4561,8,9,9,25,13,13,9,9,100,25,18,11
4562,8,9,9,25,13,13,9,9,100,25,18,11
4563,8,10,10,25,13,13,9,9,100,25,18,11
4564,9,10,10,26,14,13,10,10,100,26,19,12
4565,8,9,10,25,13,13,9,9,100,25,18,11
4566,8,9,9,25,13,13,9,9,100,25,18,11
4567,8,9,9,25,13,13,9,9,100,25,18,11
4568,8,9,10,25,13,13,9,9,100,25,18,11
4569,8,9,9,25,13,13,9,9,100,25,18,11
4570,8,9,9,25,13,13,9,9,100,25,18,11
4571,8,9,9,25,13,13,9,9,100,25,18,11
4572,9,10,10,26,14,14,10,10,100,26,19,12
4573,8,9,9,25,13,13,9,9,100,25,18,11
4574,9,10,11,31,14,14,10,10,100,26,19,12
4575,8,9,9,25,13,13,9,9,100,25,18,11
4576,11,12,12,27,36,14,17,20,100,29,29,16
4577,9,10,10,25,13,13,10,10,100,25,19,11
4578,8,9,10,25,13,13,9,9,100,25,18,11
4579,0,0,0,85,38,54,38,0,0,100,38,0
4580,93,91,97,91,97,66,57,70,99,88,86,100
4581,39,100,34,52,50,23,30,25,57,64,61,48
4582,65,72,67,59,48,58,79,68,100,80,59,60
4583,94,100,40,33,12,17,27,36,35,41,15,53
4584,70,81,64,100,34,51,53,52,72,63,62,49
4585,12,13,14,100,90,44,37,23,24,61,44,33
4586,78,88,100,79,49,48,80,76,80,91,73,70
4587,70,68,68,65,58,59,100,98,96,96,77,86
4588,27,28,33,28,27,34,85,100,83,76,56,63
4589,71,93,84,86,53,61,98,90,83,100,80,84
4590,69,73,79,65,77,63,87,84,82,100,76,78
4591,72,88,100,74,44,53,75,76,85,84,58,61
4592,92,96,100,83,73,79,95,99,95,92,66,86
4593,72,99,85,34,16,18,35,44,65,100,34,47
4594,85,100,79,39,35,23,50,39,46,57,39,38
4595,80,81,78,55,50,58,73,88,95,100,84,73
4596,53,100,73,66,48,42,35,34,41,54,64,38
4597,13,53,55,56,43,100,90,35,26,25,48,45
4598,88,91,74,46,22,39,60,63,87,100,43,61
4599,81,100,94,56,27,27,36,52,41,27,17,59
4600,67,94,100,35,19,27,52,40,58,71,25,42
4601,75,92,92,36,18,29,46,51,100,82,43,55
4602,69,67,61,44,26,41,40,48,80,100,36,53
4603,100,59,40,23,5,5,14,0,6,29,0,23
4604,73,73,84,80,98,100,88,83,77,73,82,76
4605,58,69,100,54,22,28,47,44,62,61,21,42
4606,89,78,55,32,66,84,100,64,70,60,66,88
4607,79,100,91,44,26,34,59,73,63,43,15,67
4608,88,63,62,38,54,77,100,61,61,53,46,90
4609,65,70,100,30,6,9,38,36,48,54,11,21
4610,0,0,0,0,0,1,3,4,100,67,20,29
4611,81,85,100,97,75,41,68,59,79,71,55,64
4612,57,96,100,33,7,10,21,21,39,48,9,19
4613,63,87,100,42,12,21,30,36,66,81,40,43
4614,94,100,0,0,0,0,16,0,0,35,16,0
4615,0,0,0,0,0,0,0,0,0,0,0,0
4616,91,100,52,38,65,57,45,71,46,42,44,73
4617,59,61,69,53,55,67,69,53,64,100,49,50
4618,100,41,26,10,27,14,24,26,29,27,17,27
4619,0,0,0,0,0,0,0,0,0,0,0,0
4620,72,100,89,43,17,25,35,38,87,88,31,43
4621,61,86,85,25,12,19,44,55,92,100,20,61
4622,70,98,100,35,15,15,26,25,35,22,16,35
4623,71,100,87,62,37,50,61,67,69,75,56,84
4624,0,100,0,0,0,0,0,0,0,0,0,0
4625,0,0,0,0,0,0,0,0,0,0,0,0
4626,86,100,98,87,72,97,95,76,86,92,61,69
4627,91,84,81,75,74,74,99,89,82,100,81,75
4628,100,50,21,0,21,0,0,0,0,0,21,0
4629,76,84,100,67,51,57,63,67,60,60,71,82
4630,59,69,58,48,49,53,57,64,93,100,74,76
4631,87,69,51,25,6,24,32,52,57,100,28,23
4632,78,87,79,67,63,50,63,58,70,100,56,60
4633,99,100,96,78,76,57,90,48,55,57,36,45
4634,0,100,0,0,0,0,0,0,0,0,0,0
4635,100,56,32,2,19,16,28,15,18,6,6,7
4636,75,84,100,66,50,56,62,67,59,60,71,82
4637,43,57,94,80,59,91,100,73,97,94,60,70
4638,73,73,84,80,98,100,88,83,77,73,82,76
4639,77,77,88,81,99,100,90,85,80,75,84,80
4640,91,90,100,75,67,68,72,70,60,58,73,91
4641,53,74,83,66,71,71,80,76,85,68,100,76
4642,100,68,90,66,12,9,7,31,32,11,2,13
4643,60,60,50,49,73,68,68,74,99,100,71,84
4644,62,66,72,30,47,100,85,63,81,78,24,52
4645,74,77,20,16,33,54,100,99,98,94,27,64
4646,24,23,27,23,24,64,100,26,21,19,22,22
4647,49,30,20,16,39,39,31,23,36,29,39,100
4648,45,43,53,68,63,60,73,61,54,100,93,74
4649,0,0,0,0,0,0,0,0,0,0,0,0
4650,25,29,28,8,6,27,43,58,68,29,37,100
4651,61,84,82,55,34,47,64,58,97,100,57,72
4652,21,38,19,12,17,24,21,25,69,100,9,32
4653,84,100,90,80,69,69,81,76,94,89,78,79
4654,92,100,93,74,45,63,70,67,83,78,53,67
4655,28,22,26,25,37,42,50,71,95,100,53,39
4656,0,0,0,0,0,0,0,0,0,0,0,0
4657,73,73,84,80,98,100,88,83,77,73,82,76
4658,0,0,0,0,0,100,38,0,0,0,0,0
4659,59,72,52,36,40,67,76,62,89,100,53,81
4660,81,83,100,69,61,68,71,63,59,58,76,88
4661,58,27,8,0,17,8,18,100,18,0,0,0
4662,0,0,0,100,0,0,0,0,0,0,0,0
4663,60,82,70,41,33,53,72,71,86,100,34,38
4664,71,84,73,60,46,77,100,73,77,73,70,76
4665,78,90,79,59,61,67,64,75,99,100,68,74
4666,77,76,88,77,100,96,89,81,77,70,79,73
4667,0,0,0,0,0,0,0,100,0,0,0,100
4668,0,0,0,0,0,0,0,0,0,0,0,0
4669,40,39,53,40,44,46,100,49,65,79,65,49
4670,75,100,75,52,40,43,43,34,37,35,31,47
4671,9,10,10,25,14,13,10,10,100,25,19,12
4672,48,63,45,38,78,96,94,72,85,65,100,88
4673,0,0,0,0,42,0,42,100,0,0,0,0
4674,8,9,9,25,13,13,10,10,100,25,18,11
4675,50,49,44,40,46,43,49,50,100,62,38,60
4676,0,0,100,0,0,0,0,0,0,0,0,0
4677,58,67,63,51,54,61,77,80,100,100,58,69
4678,18,21,19,13,3,4,5,9,55,100,36,50
4679,95,96,88,81,84,94,100,94,95,88,87,94
4680,21,25,21,17,19,23,28,56,79,100,24,22
4681,42,49,42,32,22,34,39,55,100,85,36,39
4682,0,0,0,0,0,0,0,0,0,0,0,0
4683,100,66,78,26,65,73,73,54,68,73,48,76
4684,60,76,62,42,36,53,70,65,89,100,55,81
4685,29,35,38,30,20,26,34,36,79,100,47,66
4686,100,0,0,0,0,0,0,0,0,0,0,0
4687,13,0,0,0,0,9,100,32,21,0,0,0
4688,88,73,56,53,68,73,91,82,88,71,66,100
4689,89,86,77,67,72,85,91,85,100,86,88,100
4690,59,63,79,80,100,42,30,27,30,32,29,27
4691,95,100,56,63,30,52,69,75,59,52,46,40
4692,86,99,100,71,68,58,61,70,79,96,71,73
4693,9,10,10,26,14,14,11,10,100,26,19,12
4694,10,31,20,0,10,0,12,0,100,33,0,0
4695,81,100,100,51,66,42,47,46,98,69,39,56
4696,64,47,54,42,67,88,100,76,76,63,47,71
4697,4,2,2,2,6,100,5,3,3,3,5,9
4698,10,12,11,27,35,14,17,19,100,29,29,16
4699,91,96,91,88,100,92,85,79,86,95,93,89
4700,98,100,76,35,36,56,79,48,94,85,21,29
4701,100,0,0,0,0,0,0,100,0,0,0,0
4702,16,56,24,19,100,27,29,56,27,54,38,33
4703,33,33,25,16,10,7,7,100,14,10,9,9
4704,12,13,13,27,16,16,13,12,100,27,21,16
4705,61,61,81,78,80,80,73,79,92,95,86,100
4706,84,100,90,80,69,69,82,77,95,90,78,79
4707,68,60,76,78,100,92,76,73,68,65,48,55
4708,100,85,71,70,50,70,65,56,57,47,37,50
4709,73,73,84,80,98,100,88,83,77,73,82,76
4710,9,2,3,7,20,34,100,45,100,54,49,87
4711,61,59,62,99,79,100,97,79,76,62,74,88
4712,90,87,86,71,60,65,80,76,81,100,73,80
4713,4,6,9,11,12,100,10,6,10,10,9,8
4714,47,48,40,27,56,44,100,65,71,67,40,66
4715,87,89,79,67,85,89,90,84,93,96,100,98
4716,68,100,87,56,51,67,71,49,67,65,45,62
4717,0,0,0,0,0,0,0,0,0,0,0,0
4718,0,0,0,0,0,0,0,0,0,0,0,0
4719,75,100,61,48,37,51,68,72,83,78,52,83
4720,36,33,34,26,35,37,100,39,57,61,41,50
4721,0,0,0,0,0,0,0,0,0,0,0,0
4722,74,100,63,46,22,45,62,75,64,65,49,77
4723,26,29,27,32,20,21,21,24,100,39,28,26
4724,0,0,0,0,0,0,0,0,0,0,0,0
4725,100,79,53,73,56,34,52,65,51,100,71,73
4726,93,92,100,80,88,100,96,85,87,86,84,100
4727,0,0,0,0,0,0,0,0,0,0,0,0
4728,70,75,77,62,58,71,95,100,99,92,91,72
4729,26,89,54,34,6,17,9,63,72,9,2,100
4730,69,67,69,61,67,78,76,73,100,88,75,75
4731,64,60,60,58,65,73,70,67,100,86,67,69
4732,69,66,65,61,68,75,73,71,100,87,70,75
4733,59,58,62,54,59,67,65,66,100,80,62,63
4734,90,100,98,66,45,53,64,69,88,84,62,65
4735,20,23,29,27,11,13,23,62,100,42,16,62
4736,75,78,77,79,100,100,92,91,88,81,95,90
4737,100,50,45,40,46,47,51,46,47,53,44,52
4738,0,0,0,0,0,0,0,0,0,0,0,0
4739,85,100,92,74,61,71,84,70,81,77,67,78
4740,74,88,80,60,61,79,100,69,82,83,67,88
4741,78,92,86,24,13,28,82,74,100,64,34,41
4742,0,71,29,53,0,0,29,41,0,0,0,100
4743,54,100,70,52,99,65,58,67,55,52,58,51
4744,60,92,100,64,27,31,41,53,68,98,65,57
4745,27,28,28,20,34,30,30,28,32,100,27,28
4746,24,28,27,18,30,25,28,25,30,100,22,26
4747,9,9,10,25,14,13,10,10,100,27,19,11
4748,37,65,100,53,45,40,63,44,55,68,35,51
4749,38,24,25,26,64,76,100,94,79,60,55,58
4750,76,89,77,58,70,85,96,83,100,81,58,74
4751,63,83,100,49,28,25,29,24,28,22,27,27
4752,34,39,34,100,40,47,62,38,41,39,41,46
4753,81,71,56,50,68,94,100,88,82,57,73,74
4754,73,73,84,80,98,100,88,83,77,73,82,76
4755,81,83,100,68,67,67,70,60,62,60,73,72
4756,53,51,57,47,51,100,83,58,45,39,58,62
4757,100,88,76,66,63,59,57,55,52,50,51,45
4758,0,0,0,0,0,0,0,0,0,0,0,0
4759,23,37,30,20,36,62,100,57,69,74,50,53
4760,36,17,37,53,67,80,94,100,73,85,90,79
4761,100,21,16,11,3,19,28,27,48,25,19,43
4762,100,0,28,0,20,0,0,0,0,44,0,40
4763,24,25,100,23,36,24,24,22,29,25,26,25
4764,53,100,57,26,20,24,27,25,43,56,28,26
4765,66,100,76,38,22,28,34,34,69,74,32,38
4766,81,70,67,73,91,84,84,96,81,73,100,96
4767,61,75,100,55,21,41,47,69,86,80,31,28
4768,55,91,91,42,34,57,64,65,100,68,52,68
4769,0,0,0,0,0,0,0,0,0,0,0,0
4770,16,18,20,14,19,24,31,33,30,100,19,22
4771,26,36,32,23,27,38,31,26,48,100,50,39
4772,11,11,11,11,14,14,17,29,100,29,11,11
4773,0,92,25,0,0,0,21,100,0,46,0,0
4774,57,8,9,24,14,25,29,29,66,100,11,47
4775,57,57,100,60,37,38,52,45,70,91,43,55
4776,29,37,52,3,27,29,38,50,70,100,26,29
4777,0,0,0,0,0,0,0,0,0,0,0,0
4778,35,100,55,69,14,33,28,26,57,79,27,43
4779,0,0,0,0,0,0,0,0,0,0,0,0
4780,54,39,100,31,20,42,45,32,33,30,17,27
4781,77,78,79,78,97,97,100,95,94,85,96,93
4782,28,41,21,11,0,3,8,22,82,100,8,9
4783,73,73,84,80,98,100,88,83,77,73,82,76
4784,16,100,53,90,35,14,14,47,75,25,45,47
4785,35,98,33,13,0,0,42,42,30,100,58,32
4786,0,0,0,0,100,0,0,0,0,0,0,0
4787,49,28,30,32,90,90,88,67,62,55,100,96
4788,100,80,58,25,7,4,6,16,85,59,9,32
4789,66,100,76,41,11,25,54,70,56,25,71,74
4790,79,67,66,58,57,57,66,100,86,96,49,59
4791,8,9,9,25,13,13,10,10,100,25,18,11
4792,94,70,96,90,100,79,81,86,62,65,72,55
4793,45,56,58,31,17,20,28,31,100,75,32,51
4794,63,87,45,29,44,70,62,76,89,100,71,79
4795,8,9,10,25,13,13,9,9,100,25,18,11
4796,82,83,100,69,60,64,69,65,59,57,72,88
4797,72,77,100,78,81,62,62,52,65,74,64,63
4798,77,95,49,26,20,33,35,57,89,100,38,63
4799,73,73,84,80,98,100,88,83,77,73,82,76
4800,60,86,81,57,51,66,91,79,100,95,67,90
4801,29,31,29,25,42,41,46,71,84,100,61,37
4802,43,92,100,54,43,51,77,75,91,86,50,59
4803,58,78,86,73,88,90,99,90,100,98,74,74
4804,14,0,14,56,0,0,0,0,42,100,0,28
4805,0,100,0,0,0,43,36,43,0,0,0,0
4806,0,50,100,0,25,0,0,0,0,0,0,25
4807,56,86,76,63,58,62,86,53,100,82,88,74
4808,5,5,6,4,11,19,31,31,68,100,21,15
4809,37,28,22,11,15,22,64,100,24,39,34,50
4810,79,100,80,70,50,58,66,62,63,80,53,67
4811,81,100,95,62,38,42,52,54,85,95,40,54
4812,70,100,62,40,58,73,84,64,49,48,62,85
4813,0,0,0,0,0,0,0,0,75,0,100,0
4814,78,76,78,77,84,97,100,90,88,87,84,97
4815,61,76,60,63,40,62,71,84,100,90,43,71
4816,99,86,89,87,89,83,93,83,100,100,74,77
4817,8,9,9,25,14,13,10,10,100,25,18,11
