tour_id,congestion_1,congestion_2,congestion_3,congestion_4,congestion_avg,congestion_max,road_total,measured_at
12001,4,0,0,0,1.0,1,4,2020/10/15 14:09
12002,13,0,0,0,1.0,1,13,2020/10/15 14:09
12003,7,0,0,0,1.0,1,7,2020/10/15 14:09
12004,2,0,0,0,1.0,1,2,2020/10/15 14:09
12005,4,0,0,0,1.0,1,4,2020/10/15 14:09
12006,8,0,0,0,1.0,1,8,2020/10/15 14:09
12007,14,2,2,0,1.3333,1,18,2020/10/15 14:09
12008,20,12,4,0,1.5556,1,36,2020/10/15 14:09
12009,7,0,0,0,1.0,1,7,2020/10/15 14:09
12010,0,0,0,0,0.0,0,0,
12011,0,0,0,0,0.0,0,0,
12012,0,0,0,0,0.0,0,0,
12013,18,26,13,4,2.0492,2,61,2020/10/15 14:09
12014,2,0,0,0,1.0,1,2,2020/10/15 14:09
12015,22,14,5,0,1.5854,1,41,2020/10/15 14:09
12016,10,2,0,0,1.1667,1,12,2020/10/15 14:09
12017,0,0,0,0,0.0,0,0,
12018,4,0,0,0,1.0,1,4,2020/10/15 14:09
12019,6,2,2,1,1.8182,1,11,2020/10/15 14:09
12020,12,7,3,0,1.5909,1,22,2020/10/15 14:09
12021,16,0,0,0,1.0,1,16,2020/10/15 14:09
12022,1,0,0,0,1.0,1,1,2020/10/15 14:09
12023,5,1,0,0,1.1667,1,6,2020/10/15 14:09
12024,27,15,8,2,1.7115,1,52,2020/10/15 14:09
12025,2,0,0,0,1.0,1,2,2020/10/15 14:09
12026,0,0,0,0,0.0,0,0,
12027,8,0,0,0,1.0,1,8,2020/10/15 14:09
12028,6,5,6,1,2.1111,1,18,2020/10/15 14:09
12029,2,0,0,0,1.0,1,2,2020/10/15 14:09
12030,4,0,0,0,1.0,1,4,2020/10/15 14:09
12031,12,4,4,2,1.8182,1,22,2020/10/15 14:09
12032,33,6,1,1,1.2683,1,41,2020/10/15 14:09
12033,10,0,0,0,1.0,1,10,2020/10/15 14:09
12034,10,0,0,0,1.0,1,10,2020/10/15 14:09
12035,21,4,3,0,1.3571,1,28,2020/10/15 14:09
12036,6,0,0,0,1.0,1,6,2020/10/15 14:09
12037,10,0,0,0,1.0,1,10,2020/10/15 14:09
12038,5,7,0,0,1.5833,2,12,2020/10/15 14:09
12039,2,0,0,0,1.0,1,2,2020/10/15 14:09
12040,5,11,1,1,1.8889,2,18,2020/10/15 14:09
12041,4,0,0,0,1.0,1,4,2020/10/15 14:09
12042,4,0,0,0,1.0,1,4,2020/10/15 14:09
12043,13,1,0,0,1.0714,1,14,2020/10/15 14:09
12044,2,0,0,0,1.0,1,2,2020/10/15 14:09
12045,0,0,0,0,0.0,0,0,
12046,9,3,2,0,1.5,1,14,2020/10/15 14:09
12047,0,0,0,0,0.0,0,0,
12048,9,4,0,1,1.5,1,14,2020/10/15 14:09
12049,10,2,0,0,1.1667,1,12,2020/10/15 14:09
12050,11,1,0,0,1.0833,1,12,2020/10/15 14:09
12051,6,0,0,0,1.0,1,6,2020/10/15 14:09
12052,0,0,0,0,0.0,0,0,
12053,2,0,0,0,1.0,1,2,2020/10/15 14:09
12054,0,0,0,0,0.0,0,0,
12055,0,0,0,0,0.0,0,0,
12056,4,0,0,0,1.0,1,4,2020/10/15 14:09
12057,0,0,0,0,0.0,0,0,
12058,2,0,0,0,1.0,1,2,2020/10/15 14:09
12059,0,0,0,0,0.0,0,0,
12060,0,0,0,0,0.0,0,0,
12061,53,40,30,14,2.0365,1,137,2020/10/15 14:09
12062,0,0,0,0,0.0,0,0,
12063,8,2,0,0,1.2,1,10,2020/10/15 14:09
12064,25,25,16,1,1.8955,1,67,2020/10/15 14:09
12065,14,0,0,0,1.0,1,14,2020/10/15 14:09
