tour_id,congestion_1,congestion_2,congestion_3,congestion_4,congestion_avg,congestion_max,road_total,measured_at
20001,0,0,0,0,0.0,0,0,
20002,0,0,0,0,0.0,0,0,
20003,0,0,0,0,0.0,0,0,
20004,0,0,0,0,0.0,0,0,
20005,2,0,0,0,1.0,1,2,2020/10/15 14:09
20006,2,0,0,0,1.0,1,2,2020/10/15 14:09
20007,2,0,0,0,1.0,1,2,2020/10/15 14:09
20008,0,0,0,0,0.0,0,0,
20009,8,0,0,0,1.0,1,8,2020/10/15 14:09
20010,14,8,6,1,1.7931,1,29,2020/10/15 14:09
20011,19,20,7,0,1.7391,2,46,2020/10/15 14:09
20012,3,0,0,0,1.0,1,3,2020/10/15 14:09
20013,0,0,0,0,0.0,0,0,
20014,15,10,30,7,2.4677,3,62,2020/10/15 14:09
20015,6,0,0,0,1.0,1,6,2020/10/15 14:09
20016,5,0,0,0,1.0,1,5,2020/10/15 14:09
20017,8,0,0,0,1.0,1,8,2020/10/15 14:09
20018,21,4,1,0,1.2308,1,26,2020/10/15 14:09
20019,0,0,0,0,0.0,0,0,
20020,4,0,0,0,1.0,1,4,2020/10/15 14:09
20021,2,0,0,0,1.0,1,2,2020/10/15 14:09
20022,6,0,0,0,1.0,1,6,2020/10/15 14:09
20023,2,0,0,0,1.0,1,2,2020/10/15 14:09
20024,12,3,0,1,1.375,1,16,2020/10/15 14:09
20025,9,0,0,0,1.0,1,9,2020/10/15 14:09
20026,0,0,0,0,0.0,0,0,
20027,6,0,0,0,1.0,1,6,2020/10/15 14:09
20028,6,0,0,0,1.0,1,6,2020/10/15 14:09
20029,35,22,51,18,2.4127,3,126,2020/10/15 14:09
20030,0,0,0,0,0.0,0,0,
20031,19,5,12,5,2.0732,1,41,2020/10/15 14:09
20032,5,2,7,0,2.1429,3,14,2020/10/15 14:09
20033,2,6,8,0,2.375,3,16,2020/10/15 14:09
20034,5,3,8,0,2.1875,3,16,2020/10/15 14:09
20035,3,0,0,0,1.0,1,3,2020/10/15 14:09
20036,9,22,16,1,2.1875,2,48,2020/10/15 14:09
20037,0,0,0,0,0.0,0,0,
20038,7,1,4,0,1.75,1,12,2020/10/15 14:09
20039,0,0,0,0,0.0,0,0,
20040,15,10,30,7,2.4677,3,62,2020/10/15 14:09
20041,0,0,0,0,0.0,0,0,
20042,8,0,0,0,1.0,1,8,2020/10/15 14:09
20043,9,0,1,0,1.2,1,10,2020/10/15 14:09
20044,7,0,1,0,1.25,1,8,2020/10/15 14:09
20045,7,0,1,0,1.25,1,8,2020/10/15 14:09
20046,6,0,0,0,1.0,1,6,2020/10/15 14:09
20047,0,0,0,0,0.0,0,0,
20048,0,0,0,0,0.0,0,0,
20049,2,0,0,0,1.0,1,2,2020/10/15 14:09
20050,2,3,5,0,2.3,3,10,2020/10/15 14:09
20051,4,0,0,0,1.0,1,4,2020/10/15 14:09
20052,10,8,3,1,1.7727,1,22,2020/10/15 14:09
20053,5,2,0,0,1.2857,1,7,2020/10/15 14:09
20054,19,16,12,3,1.98,1,50,2020/10/15 14:09
20055,12,0,0,0,1.0,1,12,2020/10/15 14:09
20056,0,0,0,0,0.0,0,0,
20057,4,0,0,0,1.0,1,4,2020/10/15 14:09
20058,19,1,0,0,1.05,1,20,2020/10/15 14:09
20059,5,2,0,0,1.2857,1,7,2020/10/15 14:09
20060,0,0,0,0,0.0,0,0,
20061,2,6,6,0,2.2857,2,14,2020/10/15 14:09
20062,6,0,0,0,1.0,1,6,2020/10/15 14:09
20063,2,0,0,0,1.0,1,2,2020/10/15 14:09
20064,29,11,39,9,2.3182,3,88,2020/10/15 14:09
20065,26,7,5,0,1.4474,1,38,2020/10/15 14:09
20066,2,0,0,0,1.0,1,2,2020/10/15 14:09
20067,16,7,0,0,1.3043,1,23,2020/10/15 14:09
20068,14,4,2,0,1.4,1,20,2020/10/15 14:09
20069,14,9,29,6,2.4655,3,58,2020/10/15 14:09
20070,17,2,1,0,1.2,1,20,2020/10/15 14:09
20071,0,0,0,0,0.0,0,0,
20072,2,12,8,0,2.2727,2,22,2020/10/15 14:09
20073,21,20,7,0,1.7083,1,48,2020/10/15 14:09
20074,2,0,0,0,1.0,1,2,2020/10/15 14:09
20075,0,0,0,0,0.0,0,0,
20076,0,0,0,0,0.0,0,0,
20077,0,1,0,0,2.0,2,1,2020/10/15 14:09
20078,19,17,5,1,1.7143,1,42,2020/10/15 14:09
20079,15,10,30,7,2.4677,3,62,2020/10/15 14:09
20080,19,14,5,0,1.6316,1,38,2020/10/15 14:09
20081,6,0,0,0,1.0,1,6,2020/10/15 14:09
20082,3,0,0,0,1.0,1,3,2020/10/15 14:09
20083,10,0,0,0,1.0,1,10,2020/10/15 14:09
20084,0,0,0,0,0.0,0,0,
20085,4,0,0,0,1.0,1,4,2020/10/15 14:09
20086,0,0,0,0,0.0,0,0,
20087,9,2,1,0,1.3333,1,12,2020/10/15 14:09
20088,15,11,16,0,2.0238,3,42,2020/10/15 14:09
20089,12,16,9,3,2.075,2,40,2020/10/15 14:09
20090,103,37,30,25,1.8821,1,195,2020/10/15 14:09
20091,2,0,0,0,1.0,1,2,2020/10/15 14:09
20092,0,0,0,0,0.0,0,0,
20093,15,3,0,0,1.1667,1,18,2020/10/15 14:09
20094,11,3,0,0,1.2143,1,14,2020/10/15 14:09
20095,6,0,0,0,1.0,1,6,2020/10/15 14:09
20096,8,0,0,0,1.0,1,8,2020/10/15 14:09
20097,2,0,0,0,1.0,1,2,2020/10/15 14:09
20098,2,0,0,0,1.0,1,2,2020/10/15 14:09
20099,4,0,0,0,1.0,1,4,2020/10/15 14:09
20100,0,0,0,0,0.0,0,0,
20101,0,0,0,0,0.0,0,0,
20102,21,2,1,0,1.1667,1,24,2020/10/15 14:09
20103,2,0,0,0,1.0,1,2,2020/10/15 14:09
20104,4,0,0,0,1.0,1,4,2020/10/15 14:09
20105,16,2,2,0,1.3,1,20,2020/10/15 14:09
20106,16,2,2,0,1.3,1,20,2020/10/15 14:09
20107,15,0,0,0,1.0,1,15,2020/10/15 14:09
20108,24,0,0,0,1.0,1,24,2020/10/15 14:09
20109,6,0,0,0,1.0,1,6,2020/10/15 14:09
20110,19,0,0,1,1.15,1,20,2020/10/15 14:09
20111,23,13,39,13,2.4773,3,88,2020/10/15 14:09
20112,2,0,0,0,1.0,1,2,2020/10/15 14:09
20113,14,2,0,0,1.125,1,16,2020/10/15 14:09
20114,0,0,0,0,0.0,0,0,
20115,4,0,0,0,1.0,1,4,2020/10/15 14:09
20116,2,0,0,0,1.0,1,2,2020/10/15 14:09
20117,0,0,0,0,0.0,0,0,
20118,26,19,44,15,2.4615,3,104,2020/10/15 14:09
20119,2,9,7,0,2.2778,2,18,2020/10/15 14:09
20120,0,0,0,0,0.0,0,0,
20121,5,2,0,0,1.2857,1,7,2020/10/15 14:09
20122,2,0,0,0,1.0,1,2,2020/10/15 14:09
20123,2,0,0,0,1.0,1,2,2020/10/15 14:09
20124,4,0,0,0,1.0,1,4,2020/10/15 14:09
20125,2,0,0,0,1.0,1,2,2020/10/15 14:09
20126,14,4,0,0,1.2222,1,18,2020/10/15 14:09
20127,2,0,0,0,1.0,1,2,2020/10/15 14:09
20128,5,1,0,0,1.1667,1,6,2020/10/15 14:09
20129,2,0,0,0,1.0,1,2,2020/10/15 14:09
20130,4,2,0,0,1.3333,1,6,2020/10/15 14:09
20131,0,0,0,0,0.0,0,0,
20132,8,6,0,0,1.4286,1,14,2020/10/15 14:09
20133,1,1,0,0,1.5,1,2,2020/10/15 14:09
20134,26,4,0,0,1.1333,1,30,2020/10/15 14:09
20135,20,7,0,1,1.3571,1,28,2020/10/15 14:09
20136,20,4,0,0,1.1667,1,24,2020/10/15 14:09
20137,2,0,0,0,1.0,1,2,2020/10/15 14:09
20138,4,2,2,0,1.75,1,8,2020/10/15 14:09
20139,2,0,0,0,1.0,1,2,2020/10/15 14:09
20140,0,0,0,0,0.0,0,0,
20141,0,0,0,0,0.0,0,0,
20142,0,0,0,0,0.0,0,0,
20143,4,0,0,0,1.0,1,4,2020/10/15 14:09
20144,17,0,1,0,1.1111,1,18,2020/10/15 14:09
20145,0,0,0,0,0.0,0,0,
20146,12,2,0,0,1.1429,1,14,2020/10/15 14:09
20147,6,0,0,0,1.0,1,6,2020/10/15 14:09
20148,14,16,9,3,2.0238,2,42,2020/10/15 14:09
20149,9,1,0,0,1.1,1,10,2020/10/15 14:09
20150,12,13,5,0,1.7667,2,30,2020/10/15 14:09
20151,5,6,4,1,2.0625,2,16,2020/10/15 14:09
20152,10,0,0,0,1.0,1,10,2020/10/15 14:09
20153,18,16,12,3,2.0,1,49,2020/10/15 14:09
20154,12,1,1,0,1.2143,1,14,2020/10/15 14:09
20155,7,1,0,0,1.125,1,8,2020/10/15 14:09
20156,8,0,0,0,1.0,1,8,2020/10/15 14:09
20157,0,0,0,0,0.0,0,0,
20158,7,1,0,0,1.125,1,8,2020/10/15 14:09
20159,6,0,0,0,1.0,1,6,2020/10/15 14:09
20160,22,7,0,1,1.3333,1,30,2020/10/15 14:09
20161,0,0,0,0,0.0,0,0,
20162,4,0,0,0,1.0,1,4,2020/10/15 14:09
20163,0,0,0,0,0.0,0,0,
20164,1,1,0,0,1.5,1,2,2020/10/15 14:09
20165,4,6,0,0,1.6,2,10,2020/10/15 14:09
20166,0,0,0,0,0.0,0,0,
20167,3,1,0,0,1.25,1,4,2020/10/15 14:09
20168,8,0,0,0,1.0,1,8,2020/10/15 14:09
20169,18,8,7,1,1.7353,1,34,2020/10/15 14:09
20170,0,0,0,0,0.0,0,0,
20171,4,1,0,0,1.2,1,5,2020/10/15 14:09
20172,9,3,1,1,1.5714,1,14,2020/10/15 14:09
20173,6,0,0,0,1.0,1,6,2020/10/15 14:09
20174,4,0,0,0,1.0,1,4,2020/10/15 14:09
20175,2,0,0,0,1.0,1,2,2020/10/15 14:09
20176,0,0,0,0,0.0,0,0,
20177,0,0,0,0,0.0,0,0,
20178,5,8,5,2,2.2,2,20,2020/10/15 14:09
20179,4,0,0,0,1.0,1,4,2020/10/15 14:09
20180,0,0,0,0,0.0,0,0,
20181,0,0,0,0,0.0,0,0,
20182,5,3,0,0,1.375,1,8,2020/10/15 14:09
20183,16,17,15,4,2.1346,2,52,2020/10/15 14:09
20184,6,1,1,0,1.375,1,8,2020/10/15 14:09
20185,0,0,0,0,0.0,0,0,
20186,4,0,0,0,1.0,1,4,2020/10/15 14:09
20187,1,4,3,0,2.25,2,8,2020/10/15 14:09
20188,0,0,0,0,0.0,0,0,
20189,0,1,0,0,2.0,2,1,2020/10/15 14:09
20190,0,1,0,0,2.0,2,1,2020/10/15 14:09
20191,2,13,14,1,2.4667,3,30,2020/10/15 14:09
20192,5,6,4,1,2.0625,2,16,2020/10/15 14:09
20193,6,0,0,0,1.0,1,6,2020/10/15 14:09
20194,6,8,14,1,2.3448,3,29,2020/10/15 14:09
20195,0,0,0,0,0.0,0,0,
20196,2,0,0,0,1.0,1,2,2020/10/15 14:09
20197,2,0,0,0,1.0,1,2,2020/10/15 14:09
20198,2,0,0,0,1.0,1,2,2020/10/15 14:09
20199,0,0,0,0,0.0,0,0,
20200,0,0,0,0,0.0,0,0,
20201,17,4,8,2,1.8387,1,31,2020/10/15 14:09
20202,0,0,0,0,0.0,0,0,
20203,0,0,0,0,0.0,0,0,
20204,21,8,14,4,2.0213,1,47,2020/10/15 14:09
20205,0,0,0,0,0.0,0,0,
20206,2,0,0,0,1.0,1,2,2020/10/15 14:09
20207,4,0,0,0,1.0,1,4,2020/10/15 14:09
20208,2,0,0,0,1.0,1,2,2020/10/15 14:09
20209,12,2,0,0,1.1429,1,14,2020/10/15 14:09
20210,16,2,0,0,1.1111,1,18,2020/10/15 14:09
20211,4,0,0,0,1.0,1,4,2020/10/15 14:09
20212,19,5,8,2,1.7941,1,34,2020/10/15 14:09
20213,43,1,0,0,1.0227,1,44,2020/10/15 14:09
20214,4,0,1,0,1.4,1,5,2020/10/15 14:09
20215,0,0,0,0,0.0,0,0,
20216,2,0,0,0,1.0,1,2,2020/10/15 14:09
20217,0,0,0,0,0.0,0,0,
20218,2,9,7,0,2.2778,2,18,2020/10/15 14:09
20219,28,6,2,1,1.3514,1,37,2020/10/15 14:09
20220,3,14,14,1,2.4062,2,32,2020/10/15 14:09
20221,0,0,0,0,0.0,0,0,
20222,0,0,0,0,0.0,0,0,
20223,0,0,0,0,0.0,0,0,
20224,5,1,0,0,1.1667,1,6,2020/10/15 14:09
20225,0,0,0,0,0.0,0,0,
20226,10,0,0,0,1.0,1,10,2020/10/15 14:09
20227,17,2,1,0,1.2,1,20,2020/10/15 14:09
20228,17,2,1,0,1.2,1,20,2020/10/15 14:09
20229,12,15,5,0,1.7812,2,32,2020/10/15 14:09
20230,4,0,0,0,1.0,1,4,2020/10/15 14:09
20231,9,1,0,0,1.1,1,10,2020/10/15 14:09
20232,3,1,0,0,1.25,1,4,2020/10/15 14:09
20233,0,0,0,0,0.0,0,0,
20234,9,1,0,0,1.1,1,10,2020/10/15 14:09
20235,2,6,0,0,1.75,2,8,2020/10/15 14:09
20236,0,0,0,0,0.0,0,0,
20237,0,0,0,0,0.0,0,0,
20238,0,0,0,0,0.0,0,0,
20239,9,1,0,0,1.1,1,10,2020/10/15 14:09
20240,0,0,0,0,0.0,0,0,
20241,4,0,0,0,1.0,1,4,2020/10/15 14:09
20242,4,0,0,0,1.0,1,4,2020/10/15 14:09
20243,6,0,0,0,1.0,1,6,2020/10/15 14:09
20244,6,0,0,0,1.0,1,6,2020/10/15 14:09
20245,6,0,0,0,1.0,1,6,2020/10/15 14:09
20246,2,0,0,0,1.0,1,2,2020/10/15 14:09
20247,0,0,0,0,0.0,0,0,
20248,11,1,0,0,1.0833,1,12,2020/10/15 14:09
20249,0,0,0,0,0.0,0,0,
20250,0,0,0,0,0.0,0,0,
20251,15,10,30,7,2.4677,3,62,2020/10/15 14:09
20252,9,4,1,1,1.6,1,15,2020/10/15 14:09
20253,8,9,1,0,1.6111,2,18,2020/10/15 14:09
20254,9,10,3,0,1.7273,2,22,2020/10/15 14:09
20255,4,0,0,0,1.0,1,4,2020/10/15 14:09
20256,5,0,1,0,1.3333,1,6,2020/10/15 14:09
20257,4,0,0,0,1.0,1,4,2020/10/15 14:09
20258,4,0,0,0,1.0,1,4,2020/10/15 14:09
20259,8,0,0,0,1.0,1,8,2020/10/15 14:09
20260,4,0,0,0,1.0,1,4,2020/10/15 14:09
20261,2,0,0,0,1.0,1,2,2020/10/15 14:09
20262,0,0,0,0,0.0,0,0,
20263,0,0,0,0,0.0,0,0,
20264,0,0,0,0,0.0,0,0,
20265,19,1,0,0,1.05,1,20,2020/10/15 14:09
