,tour_id,congestion_1,congestion_2,congestion_3,congestion_4,congestion_avg,congestion_max,road_total,measured_at
5000,5001,31,42,52,21,2.4315,3,146,2020/10/14 15:41
5001,5002,28,20,27,5,2.1125,1,80,2020/10/14 15:41
5002,5003,22,29,39,7,2.3196,3,97,2020/10/14 15:41
5003,5004,5,25,43,14,2.7586,3,87,2020/10/14 15:41
5004,5005,2,14,14,6,2.6667,2,36,2020/10/14 15:41
5005,5006,49,37,56,20,2.2901,3,162,2020/10/14 15:41
5006,5007,13,37,36,12,2.4796,2,98,2020/10/14 15:41
5007,5008,5,22,27,13,2.7164,3,67,2020/10/14 15:41
5008,5009,25,20,14,1,1.85,1,60,2020/10/14 15:41
5009,5010,6,17,15,6,2.4773,2,44,2020/10/14 15:41
5010,5011,8,35,41,17,2.6634,3,101,2020/10/14 15:41
5011,5012,8,36,41,17,2.6569,3,102,2020/10/14 15:41
5012,5013,19,19,22,6,2.2273,3,66,2020/10/14 15:41
5013,5014,8,8,27,11,2.7593,3,54,2020/10/14 15:41
5014,5015,2,22,8,2,2.2941,2,34,2020/10/14 15:41
5015,5016,13,10,19,3,2.2667,3,45,2020/10/14 15:41
5016,5017,6,19,31,3,2.5254,3,59,2020/10/14 15:41
5017,5018,2,21,33,6,2.6935,3,62,2020/10/14 15:41
5018,5019,13,6,1,3,1.7391,1,23,2020/10/14 15:41
5019,5020,5,5,0,0,1.5,1,10,2020/10/14 15:41
5020,5021,16,25,9,1,1.902,2,51,2020/10/14 15:41
5021,5022,26,21,26,8,2.1975,1,81,2020/10/14 15:41
5022,5023,5,2,1,0,1.5,1,8,2020/10/14 15:41
5023,5024,0,0,0,0,0.0,0,0,
5024,5025,26,19,16,2,1.9048,1,63,2020/10/14 15:41
5025,5026,4,5,8,3,2.5,3,20,2020/10/14 15:41
5026,5027,20,2,0,0,1.0909,1,22,2020/10/14 15:41
5027,5028,0,0,0,0,0.0,0,0,
5028,5029,0,0,0,0,0.0,0,0,
5029,5030,0,0,0,0,0.0,0,0,
5030,5031,1,1,0,0,1.5,1,2,2020/10/14 15:41
5031,5032,1,1,0,0,1.5,1,2,2020/10/14 15:41
5032,5033,44,24,3,1,1.4583,1,72,2020/10/14 15:41
5033,5034,34,25,23,4,1.9651,1,86,2020/10/14 15:41
5034,5035,26,5,5,1,1.4865,1,37,2020/10/14 15:41
5035,5036,21,17,4,1,1.6512,1,43,2020/10/14 15:41
5036,5037,12,0,1,0,1.1538,1,13,2020/10/14 15:41
5037,5038,30,3,0,0,1.0909,1,33,2020/10/14 15:41
5038,5039,34,7,0,0,1.1707,1,41,2020/10/14 15:41
5039,5040,27,19,13,2,1.8361,1,61,2020/10/14 15:41
5040,5041,17,5,6,4,1.9062,1,32,2020/10/14 15:41
5041,5042,36,21,25,6,2.0114,1,88,2020/10/14 15:41
