,tour_id,congestion_1,congestion_2,congestion_3,congestion_4,congestion_avg,congestion_max,road_total,measured_at
2000,2001,32,53,74,20,2.4581,3,179,2020/10/14 14:28
2001,2002,8,35,56,15,2.6842,3,114,2020/10/14 14:28
2002,2003,50,30,47,13,2.1643,1,140,2020/10/14 14:28
2003,2004,20,48,90,21,2.6257,3,179,2020/10/14 14:28
2004,2005,23,51,94,22,2.6053,3,190,2020/10/14 14:28
2005,2006,12,42,99,25,2.7697,3,178,2020/10/14 14:28
2006,2007,16,29,64,29,2.7681,3,138,2020/10/14 14:28
2007,2008,14,31,73,30,2.8041,3,148,2020/10/14 14:28
2008,2009,5,29,66,22,2.8607,3,122,2020/10/14 14:28
2009,2010,7,16,23,4,2.48,3,50,2020/10/14 14:28
2010,2011,13,37,68,13,2.6183,3,131,2020/10/14 14:28
2011,2012,24,31,20,1,1.9737,2,76,2020/10/14 14:28
2012,2013,10,26,21,2,2.2542,2,59,2020/10/14 14:28
2013,2014,13,38,102,19,2.7384,3,172,2020/10/14 14:28
2014,2015,8,19,28,13,2.6765,3,68,2020/10/14 14:28
2015,2016,23,51,94,22,2.6053,3,190,2020/10/14 14:28
2016,2017,35,30,49,14,2.3281,3,128,2020/10/14 14:28
2017,2018,7,13,22,8,2.62,3,50,2020/10/14 14:28
2018,2019,10,40,97,25,2.7965,3,172,2020/10/14 14:28
2019,2020,19,19,20,6,2.2031,3,64,2020/10/14 14:28
2020,2021,16,7,42,16,2.716,3,81,2020/10/14 14:28
2021,2022,13,16,53,26,2.8519,3,108,2020/10/14 14:28
2022,2023,28,31,45,18,2.4344,3,122,2020/10/14 14:28
2023,2024,7,35,85,19,2.7945,3,146,2020/10/14 14:28
2024,2025,7,17,56,23,2.9223,3,103,2020/10/14 14:28
2025,2026,19,46,105,29,2.7236,3,199,2020/10/14 14:28
2026,2027,12,4,2,0,1.4444,1,18,2020/10/14 14:28
2027,2028,13,35,52,7,2.4953,3,107,2020/10/14 14:28
2028,2029,7,35,77,16,2.7556,3,135,2020/10/14 14:28
2029,2030,33,26,43,14,2.3276,3,116,2020/10/14 14:28
2030,2031,13,35,62,14,2.621,3,124,2020/10/14 14:28
2031,2032,11,6,40,17,2.8514,3,74,2020/10/14 14:28
2032,2033,5,29,72,31,2.9416,3,137,2020/10/14 14:28
2033,2034,17,28,43,18,2.5849,3,106,2020/10/14 14:28
2034,2035,59,44,65,21,2.254,3,189,2020/10/14 14:28
2035,2036,3,14,45,8,2.8286,3,70,2020/10/14 14:28
2036,2037,38,32,68,10,2.3378,3,148,2020/10/14 14:28
2037,2038,4,12,50,25,3.0549,3,91,2020/10/14 14:28
2038,2039,58,28,65,25,2.3239,3,176,2020/10/14 14:28
2039,2040,18,19,47,28,2.7589,3,112,2020/10/14 14:28
2040,2041,20,50,114,27,2.7014,3,211,2020/10/14 14:28
2041,2042,22,36,86,14,2.5823,3,158,2020/10/14 14:28
2042,2043,12,47,102,23,2.7391,3,184,2020/10/14 14:28
2043,2044,10,45,87,19,2.7143,3,161,2020/10/14 14:28
2044,2045,30,22,29,17,2.3367,1,98,2020/10/14 14:28
2045,2046,20,50,114,27,2.7014,3,211,2020/10/14 14:28
2046,2047,39,27,40,14,2.2417,3,120,2020/10/14 14:28
2047,2048,22,36,60,15,2.5113,3,133,2020/10/14 14:28
2048,2049,25,30,76,19,2.5933,3,150,2020/10/14 14:28
2049,2050,65,31,49,21,2.1566,1,166,2020/10/14 14:28
2050,2051,16,41,99,23,2.7207,3,179,2020/10/14 14:28
2051,2052,29,53,104,26,2.5991,3,212,2020/10/14 14:28
2052,2053,15,12,43,18,2.7273,3,88,2020/10/14 14:28
2053,2054,13,18,36,22,2.7528,3,89,2020/10/14 14:28
2054,2055,2,13,42,7,2.8438,3,64,2020/10/14 14:28
2055,2056,28,34,48,19,2.4496,3,129,2020/10/14 14:28
2056,2057,28,34,48,19,2.4496,3,129,2020/10/14 14:28
2057,2058,18,33,70,10,2.5496,3,131,2020/10/14 14:28
2058,2059,22,53,98,24,2.6294,3,197,2020/10/14 14:28
2059,2060,37,43,82,20,2.467,3,182,2020/10/14 14:28
2060,2061,63,32,60,26,2.2707,1,181,2020/10/14 14:28
2061,2062,5,19,30,8,2.6613,3,62,2020/10/14 14:28
2062,2063,19,41,64,10,2.4851,3,134,2020/10/14 14:28
2063,2064,27,48,93,23,2.5864,3,191,2020/10/14 14:28
2064,2065,8,35,70,22,2.7852,3,135,2020/10/14 14:28
2065,2066,9,34,84,25,2.8224,3,152,2020/10/14 14:28
2066,2067,21,45,63,21,2.56,3,150,2020/10/14 14:28
2067,2068,19,19,24,11,2.3699,3,73,2020/10/14 14:28
2068,2069,16,21,44,10,2.5275,3,91,2020/10/14 14:28
2069,2070,11,42,69,12,2.6119,3,134,2020/10/14 14:28
2070,2071,11,29,61,18,2.7227,3,119,2020/10/14 14:28
2071,2072,20,48,110,30,2.7212,3,208,2020/10/14 14:28
2072,2073,13,36,56,9,2.5351,3,114,2020/10/14 14:28
2073,2074,13,38,103,27,2.7956,3,181,2020/10/14 14:28
2074,2075,17,28,43,18,2.5849,3,106,2020/10/14 14:28
2075,2076,26,36,78,16,2.5385,3,156,2020/10/14 14:28
2076,2077,12,4,2,0,1.4444,1,18,2020/10/14 14:28
2077,2078,6,3,0,0,1.3333,1,9,2020/10/14 14:28
2078,2079,32,31,54,11,2.3438,3,128,2020/10/14 14:28
2079,2080,15,12,31,9,2.5075,3,67,2020/10/14 14:28
2080,2081,41,37,45,7,2.1385,3,130,2020/10/14 14:28
2081,2082,19,37,102,21,2.6983,3,179,2020/10/14 14:28
2082,2083,10,28,36,15,2.6292,3,89,2020/10/14 14:28
2083,2084,25,54,63,14,2.4231,3,156,2020/10/14 14:28
2084,2085,19,37,102,21,2.6983,3,179,2020/10/14 14:28
2085,2086,35,39,78,19,2.4737,3,171,2020/10/14 14:28
2086,2087,26,22,29,16,2.3763,3,93,2020/10/14 14:28
2087,2088,15,16,25,3,2.2712,3,59,2020/10/14 14:28
2088,2089,54,20,28,4,1.8302,1,106,2020/10/14 14:28
2089,2090,15,16,10,1,1.9286,2,42,2020/10/14 14:28
2090,2091,10,36,100,26,2.8256,3,172,2020/10/14 14:28
2091,2092,10,36,100,26,2.8256,3,172,2020/10/14 14:28
2092,2093,3,27,45,5,2.65,3,80,2020/10/14 14:28
2093,2094,3,15,42,9,2.8261,3,69,2020/10/14 14:28
2094,2095,15,47,106,30,2.7626,3,198,2020/10/14 14:28
2095,2096,53,27,42,10,2.0682,1,132,2020/10/14 14:28
2096,2097,21,20,28,12,2.3827,3,81,2020/10/14 14:28
2097,2098,21,30,82,13,2.5959,3,146,2020/10/14 14:28
2098,2099,55,24,40,10,2.0388,1,129,2020/10/14 14:28
2099,2100,4,35,78,20,2.8321,3,137,2020/10/14 14:28
2100,2101,16,31,43,19,2.5963,3,109,2020/10/14 14:28
2101,2102,11,46,98,20,2.7257,3,175,2020/10/14 14:28
2102,2103,2,14,35,4,2.7455,3,55,2020/10/14 14:28
2103,2104,14,23,21,4,2.2419,2,62,2020/10/14 14:28
2104,2105,20,48,113,27,2.7067,3,208,2020/10/14 14:28
2105,2106,24,42,70,11,2.4626,3,147,2020/10/14 14:28
2106,2107,15,22,46,20,2.6893,3,103,2020/10/14 14:28
2107,2108,12,4,2,0,1.4444,1,18,2020/10/14 14:28
2108,2109,15,25,51,11,2.5686,3,102,2020/10/14 14:28
2109,2110,20,4,3,0,1.3704,1,27,2020/10/14 14:28
2110,2111,5,31,72,31,2.9281,3,139,2020/10/14 14:28
2111,2112,12,43,100,24,2.7598,3,179,2020/10/14 14:28
2112,2113,12,43,100,24,2.7598,3,179,2020/10/14 14:28
2113,2114,24,33,40,7,2.2885,3,104,2020/10/14 14:28
2114,2115,9,30,81,29,2.8725,3,149,2020/10/14 14:28
2115,2116,63,39,27,13,1.9296,1,142,2020/10/14 14:28
2116,2117,12,42,97,24,2.76,3,175,2020/10/14 14:28
2117,2118,15,33,100,23,2.7661,3,171,2020/10/14 14:28
2118,2119,33,38,82,30,2.5956,3,183,2020/10/14 14:28
2119,2120,15,35,95,19,2.7195,3,164,2020/10/14 14:28
2120,2121,24,44,53,14,2.4222,3,135,2020/10/14 14:28
2121,2122,0,12,53,23,3.125,3,88,2020/10/14 14:28
2122,2123,7,39,83,21,2.7867,3,150,2020/10/14 14:28
2123,2124,15,40,69,18,2.6338,3,142,2020/10/14 14:28
2124,2125,23,28,45,19,2.5217,3,115,2020/10/14 14:28
2125,2126,20,45,59,21,2.5586,3,145,2020/10/14 14:28
2126,2127,16,29,64,29,2.7681,3,138,2020/10/14 14:28
2127,2128,65,29,34,7,1.8741,1,135,2020/10/14 14:28
2128,2129,39,27,27,3,1.9375,1,96,2020/10/14 14:28
2129,2130,32,31,51,19,2.4286,3,133,2020/10/14 14:28
2130,2131,42,38,44,13,2.2044,3,137,2020/10/14 14:28
2131,2132,3,17,27,6,2.6792,3,53,2020/10/14 14:28
2132,2133,4,33,87,19,2.8462,3,143,2020/10/14 14:28
2133,2134,32,31,40,15,2.322,3,118,2020/10/14 14:28
2134,2135,32,31,40,15,2.322,3,118,2020/10/14 14:28
2135,2136,34,42,68,18,2.4321,3,162,2020/10/14 14:28
2136,2137,13,35,39,6,2.4086,3,93,2020/10/14 14:28
2137,2138,18,19,39,15,2.5604,3,91,2020/10/14 14:28
2138,2139,24,44,62,8,2.3913,3,138,2020/10/14 14:28
2139,2140,17,39,108,21,2.7189,3,185,2020/10/14 14:28
2140,2141,16,22,47,27,2.7589,3,112,2020/10/14 14:28
2141,2142,22,18,26,17,2.4578,3,83,2020/10/14 14:28
2142,2143,9,37,80,30,2.8397,3,156,2020/10/14 14:28
2143,2144,18,30,62,14,2.5806,3,124,2020/10/14 14:28
2144,2145,5,29,72,31,2.9416,3,137,2020/10/14 14:28
2145,2146,21,20,27,11,2.3544,3,79,2020/10/14 14:28
2146,2147,3,22,25,5,2.5818,3,55,2020/10/14 14:28
2147,2148,26,22,23,3,2.0405,1,74,2020/10/14 14:28
2148,2149,11,35,89,32,2.8503,3,167,2020/10/14 14:28
2149,2150,20,49,87,17,2.5838,3,173,2020/10/14 14:28
2150,2151,10,26,48,14,2.6735,3,98,2020/10/14 14:28
2151,2152,6,30,64,27,2.8819,3,127,2020/10/14 14:28
2152,2153,12,4,2,0,1.4444,1,18,2020/10/14 14:28
2153,2154,12,7,3,0,1.5909,1,22,2020/10/14 14:28
2154,2155,35,9,12,1,1.6316,1,57,2020/10/14 14:28
2155,2156,38,29,41,13,2.2397,3,121,2020/10/14 14:28
2156,2157,31,30,44,19,2.4113,3,124,2020/10/14 14:28
2157,2158,24,39,53,8,2.3629,3,124,2020/10/14 14:28
2158,2159,30,20,55,21,2.5317,3,126,2020/10/14 14:28
2159,2160,3,22,32,8,2.6923,3,65,2020/10/14 14:28
2160,2161,11,22,53,20,2.7736,3,106,2020/10/14 14:28
2161,2162,5,36,82,22,2.8345,3,145,2020/10/14 14:28
2162,2163,3,22,22,3,2.5,2,50,2020/10/14 14:28
2163,2164,22,29,62,15,2.5469,3,128,2020/10/14 14:28
2164,2165,14,32,53,7,2.5,3,106,2020/10/14 14:28
2165,2166,30,31,75,18,2.526,3,154,2020/10/14 14:28
2166,2167,18,31,76,18,2.6573,3,143,2020/10/14 14:28
2167,2168,13,15,56,28,2.8839,3,112,2020/10/14 14:28
2168,2169,2,15,20,3,2.6,3,40,2020/10/14 14:28
2169,2170,8,28,27,5,2.4265,2,68,2020/10/14 14:28
2170,2171,5,34,88,22,2.8523,3,149,2020/10/14 14:28
2171,2172,27,19,25,15,2.3256,1,86,2020/10/14 14:28
2172,2173,11,20,23,7,2.4262,3,61,2020/10/14 14:28
2173,2174,20,31,41,11,2.4175,3,103,2020/10/14 14:28
2174,2175,18,23,32,7,2.35,3,80,2020/10/14 14:28
2175,2176,42,47,49,5,2.1189,3,143,2020/10/14 14:28
2176,2177,3,21,24,5,2.5849,3,53,2020/10/14 14:28
2177,2178,12,42,97,24,2.76,3,175,2020/10/14 14:28
2178,2179,12,7,36,18,2.8219,3,73,2020/10/14 14:28
2179,2180,5,17,34,8,2.7031,3,64,2020/10/14 14:28
2180,2181,23,39,93,16,2.5965,3,171,2020/10/14 14:28
2181,2182,10,35,87,32,2.8598,3,164,2020/10/14 14:28
2182,2183,13,18,56,29,2.8707,3,116,2020/10/14 14:28
2183,2184,4,9,41,15,2.971,3,69,2020/10/14 14:28
2184,2185,13,6,42,17,2.8077,3,78,2020/10/14 14:28
2185,2186,15,15,35,26,2.7912,3,91,2020/10/14 14:28
2186,2187,9,39,88,22,2.7785,3,158,2020/10/14 14:28
2187,2188,17,51,105,26,2.7035,3,199,2020/10/14 14:28
2188,2189,5,30,74,31,2.9357,3,140,2020/10/14 14:28
2189,2190,22,18,26,17,2.4578,3,83,2020/10/14 14:28
2190,2191,12,6,38,18,2.8378,3,74,2020/10/14 14:28
2191,2192,15,25,54,8,2.5392,3,102,2020/10/14 14:28
2192,2193,5,32,83,22,2.8592,3,142,2020/10/14 14:28
2193,2194,16,42,104,25,2.738,3,187,2020/10/14 14:28
2194,2195,27,24,11,2,1.8125,1,64,2020/10/14 14:28
2195,2196,14,31,54,17,2.6379,3,116,2020/10/14 14:28
2196,2197,27,29,53,8,2.359,3,117,2020/10/14 14:28
2197,2198,13,42,94,22,2.731,3,171,2020/10/14 14:28
2198,2199,17,28,50,19,2.6228,3,114,2020/10/14 14:28
2199,2200,12,41,90,19,2.716,3,162,2020/10/14 14:28
2200,2201,37,30,44,13,2.2661,3,124,2020/10/14 14:28
2201,2202,5,29,72,31,2.9416,3,137,2020/10/14 14:28
2202,2203,20,54,98,24,2.6429,3,196,2020/10/14 14:28
2203,2204,15,6,36,15,2.7083,3,72,2020/10/14 14:28
2204,2205,35,27,15,2,1.7975,1,79,2020/10/14 14:28
2205,2206,8,21,24,8,2.5246,3,61,2020/10/14 14:28
2206,2207,18,11,5,2,1.75,1,36,2020/10/14 14:28
2207,2208,9,12,42,14,2.7922,3,77,2020/10/14 14:28
2208,2209,15,32,90,19,2.7244,3,156,2020/10/14 14:28
2209,2210,5,34,86,20,2.8345,3,145,2020/10/14 14:28
2210,2211,53,39,72,21,2.3297,3,185,2020/10/14 14:28
2211,2212,53,39,72,21,2.3297,3,185,2020/10/14 14:28
2212,2213,14,36,52,7,2.4771,3,109,2020/10/14 14:28
2213,2214,2,0,12,0,2.7143,3,14,2020/10/14 14:28
2214,2215,3,17,30,7,2.7193,3,57,2020/10/14 14:28
2215,2216,5,20,38,13,2.7763,3,76,2020/10/14 14:28
2216,2217,33,17,32,18,2.35,1,100,2020/10/14 14:28
2217,2218,7,22,21,6,2.4643,2,56,2020/10/14 14:28
2218,2219,48,29,23,4,1.8365,1,104,2020/10/14 14:28
2219,2220,33,23,23,7,2.0465,1,86,2020/10/14 14:28
2220,2221,38,19,8,1,1.5758,1,66,2020/10/14 14:28
2221,2222,16,13,21,15,2.5385,3,65,2020/10/14 14:28
2222,2223,50,30,42,2,1.9677,1,124,2020/10/14 14:28
2223,2224,73,32,42,16,2.0061,1,163,2020/10/14 14:28
2224,2225,63,29,50,18,2.1437,1,160,2020/10/14 14:28
2225,2226,25,24,20,1,1.9571,1,70,2020/10/14 14:28
2226,2227,51,35,35,7,1.9844,1,128,2020/10/14 14:28
2227,2228,33,34,45,17,2.3566,3,129,2020/10/14 14:28
2228,2229,20,43,106,25,2.701,3,194,2020/10/14 14:28
2229,2230,21,20,10,1,1.8269,1,52,2020/10/14 14:28
2230,2231,12,43,100,24,2.7598,3,179,2020/10/14 14:28
2231,2232,3,22,20,5,2.54,2,50,2020/10/14 14:28
2232,2233,13,42,94,22,2.731,3,171,2020/10/14 14:28
2233,2234,41,45,59,10,2.2452,3,155,2020/10/14 14:28
2234,2235,24,23,54,12,2.4779,3,113,2020/10/14 14:28
2235,2236,26,42,63,21,2.5197,3,152,2020/10/14 14:28
2236,2237,12,19,59,10,2.67,3,100,2020/10/14 14:28
2237,2238,16,24,49,14,2.5922,3,103,2020/10/14 14:28
2238,2239,16,24,49,14,2.5922,3,103,2020/10/14 14:28
2239,2240,16,24,49,14,2.5922,3,103,2020/10/14 14:28
2240,2241,14,40,106,18,2.7191,3,178,2020/10/14 14:28
2241,2242,1,10,38,12,3.0,3,61,2020/10/14 14:28
2242,2243,54,36,57,22,2.2781,3,169,2020/10/14 14:28
2243,2244,23,30,48,6,2.3458,3,107,2020/10/14 14:28
2244,2245,33,28,55,13,2.3721,3,129,2020/10/14 14:28
2245,2246,41,38,38,9,2.119,1,126,2020/10/14 14:28
2246,2247,15,44,122,23,2.75,3,204,2020/10/14 14:28
2247,2248,13,18,24,0,2.2,3,55,2020/10/14 14:28
2248,2249,23,44,120,19,2.6553,3,206,2020/10/14 14:28
2249,2250,40,16,43,12,2.2432,3,111,2020/10/14 14:28
2250,2251,25,49,120,24,2.656,3,218,2020/10/14 14:28
2251,2252,21,35,46,7,2.3578,3,109,2020/10/14 14:28
2252,2253,0,3,1,0,2.25,2,4,2020/10/14 14:28
2253,2254,50,22,33,1,1.8585,1,106,2020/10/14 14:28
2254,2255,21,20,44,15,2.53,3,100,2020/10/14 14:28
2255,2256,11,26,52,4,2.5269,3,93,2020/10/14 14:28
2256,2257,11,29,66,8,2.6228,3,114,2020/10/14 14:28
2257,2258,20,37,82,11,2.56,3,150,2020/10/14 14:28
2258,2259,6,42,77,21,2.774,3,146,2020/10/14 14:28
2259,2260,17,22,41,1,2.321,3,81,2020/10/14 14:28
2260,2261,31,20,38,21,2.4455,3,110,2020/10/14 14:28
2261,2262,21,35,67,9,2.4848,3,132,2020/10/14 14:28
2262,2263,6,20,65,28,2.9664,3,119,2020/10/14 14:28
2263,2264,34,37,51,10,2.2803,3,132,2020/10/14 14:28
2264,2265,8,20,73,28,2.938,3,129,2020/10/14 14:28
2265,2266,22,22,49,13,2.5,3,106,2020/10/14 14:28
2266,2267,27,41,70,20,2.5253,3,158,2020/10/14 14:28
2267,2268,20,40,72,16,2.5676,3,148,2020/10/14 14:28
2268,2269,19,11,29,7,2.3636,3,66,2020/10/14 14:28
2269,2270,7,29,107,22,2.8727,3,165,2020/10/14 14:28
2270,2271,7,29,107,22,2.8727,3,165,2020/10/14 14:28
2271,2272,20,24,47,16,2.5514,3,107,2020/10/14 14:28
2272,2273,19,19,45,16,2.5859,3,99,2020/10/14 14:28
2273,2274,6,39,119,24,2.8564,3,188,2020/10/14 14:28
2274,2275,16,11,21,3,2.2157,3,51,2020/10/14 14:28
2275,2276,33,22,35,19,2.367,3,109,2020/10/14 14:28
2276,2277,10,23,47,27,2.8505,3,107,2020/10/14 14:28
2277,2278,21,21,31,11,2.381,3,84,2020/10/14 14:28
2278,2279,10,39,72,22,2.7413,3,143,2020/10/14 14:28
2279,2280,22,42,65,20,2.557,3,149,2020/10/14 14:28
2280,2281,11,35,92,16,2.7338,3,154,2020/10/14 14:28
2281,2282,6,24,92,26,2.9324,3,148,2020/10/14 14:28
2282,2283,14,28,81,28,2.8146,3,151,2020/10/14 14:28
2283,2284,11,21,63,14,2.7339,3,109,2020/10/14 14:28
2284,2285,21,44,117,21,2.6798,3,203,2020/10/14 14:28
2285,2286,28,40,52,7,2.2992,3,127,2020/10/14 14:28
2286,2287,13,38,60,13,2.5887,3,124,2020/10/14 14:28
2287,2288,20,55,83,22,2.5944,3,180,2020/10/14 14:28
2288,2289,5,27,56,26,2.9035,3,114,2020/10/14 14:28
