,tour_id,congestion_1,congestion_2,congestion_3,congestion_4,congestion_avg,congestion_max,road_total,measured_at
4000,4001,26,31,41,14,2.3839,3,112,2020/10/14 15:41
4001,4002,25,29,39,14,2.3925,3,107,2020/10/14 15:41
4002,4003,19,25,33,18,2.5263,3,95,2020/10/14 15:41
4003,4004,12,22,39,14,2.6322,3,87,2020/10/14 15:41
4004,4005,42,28,38,11,2.1513,1,119,2020/10/14 15:41
4005,4006,6,17,38,10,2.7324,3,71,2020/10/14 15:41
4006,4007,10,0,0,0,1.0,1,10,2020/10/14 15:41
4007,4008,4,0,0,0,1.0,1,4,2020/10/14 15:41
4008,4009,4,0,0,0,1.0,1,4,2020/10/14 15:41
4009,4010,22,23,33,23,2.5644,3,101,2020/10/14 15:41
4010,4011,14,15,15,4,2.1875,2,48,2020/10/14 15:41
4011,4012,0,0,0,0,0.0,0,0,
4012,4013,39,68,78,46,2.5671,3,231,2020/10/14 15:41
4013,4014,22,20,31,18,2.4945,3,91,2020/10/14 15:41
4014,4015,16,12,16,10,2.3704,1,54,2020/10/14 15:41
4015,4016,9,21,41,14,2.7059,3,85,2020/10/14 15:41
4016,4017,11,15,27,12,2.6154,3,65,2020/10/14 15:41
4017,4018,6,17,29,7,2.6271,3,59,2020/10/14 15:41
4018,4019,29,3,0,0,1.0938,1,32,2020/10/14 15:41
4019,4020,22,16,17,5,2.0833,1,60,2020/10/14 15:41
4020,4021,14,15,15,4,2.1875,2,48,2020/10/14 15:41
4021,4022,13,15,14,4,2.1957,2,46,2020/10/14 15:41
4022,4023,20,33,46,15,2.4912,3,114,2020/10/14 15:41
4023,4024,23,19,11,4,1.9298,1,57,2020/10/14 15:41
4024,4025,11,15,27,12,2.6154,3,65,2020/10/14 15:41
4025,4026,10,1,1,0,1.25,1,12,2020/10/14 15:41
4026,4027,5,1,0,0,1.1667,1,6,2020/10/14 15:41
4027,4028,0,0,0,0,0.0,0,0,
4028,4029,7,1,0,0,1.125,1,8,2020/10/14 15:41
4029,4030,16,20,27,18,2.5802,3,81,2020/10/14 15:41
4030,4031,13,24,24,9,2.4143,2,70,2020/10/14 15:41
4031,4032,17,24,33,11,2.4471,3,85,2020/10/14 15:41
4032,4033,23,26,19,7,2.1333,2,75,2020/10/14 15:41
4033,4034,23,24,25,18,2.4222,3,90,2020/10/14 15:41
4034,4035,12,17,24,6,2.4068,3,59,2020/10/14 15:41
4035,4036,7,15,30,10,2.6935,3,62,2020/10/14 15:41
4036,4037,9,7,18,7,2.561,3,41,2020/10/14 15:41
4037,4038,60,25,25,8,1.839,1,118,2020/10/14 15:41
4038,4039,11,15,27,12,2.6154,3,65,2020/10/14 15:41
4039,4040,39,32,25,5,1.9604,1,101,2020/10/14 15:41
4040,4041,13,26,45,14,2.6122,3,98,2020/10/14 15:41
4041,4042,20,19,11,3,1.9434,1,53,2020/10/14 15:41
4042,4043,60,58,68,38,2.375,3,224,2020/10/14 15:41
4043,4044,7,13,26,10,2.6964,3,56,2020/10/14 15:41
4044,4045,10,3,5,2,1.95,1,20,2020/10/14 15:41
4045,4046,21,17,9,4,1.9216,1,51,2020/10/14 15:41
4046,4047,61,79,90,56,2.493,3,286,2020/10/14 15:41
4047,4048,8,9,15,3,2.3714,3,35,2020/10/14 15:41
4048,4049,15,23,28,14,2.5125,3,80,2020/10/14 15:41
4049,4050,4,0,0,0,1.0,1,4,2020/10/14 15:41
4050,4051,5,1,0,0,1.1667,1,6,2020/10/14 15:41
4051,4052,2,0,0,0,1.0,1,2,2020/10/14 15:41
4052,4053,40,25,21,4,1.8778,1,90,2020/10/14 15:41
4053,4054,12,13,6,0,1.8065,2,31,2020/10/14 15:41
4054,4055,11,18,33,13,2.64,3,75,2020/10/14 15:41
4055,4056,6,12,29,5,2.6346,3,52,2020/10/14 15:41
4056,4057,13,15,14,4,2.1957,2,46,2020/10/14 15:41
4057,4058,34,27,19,13,2.1183,1,93,2020/10/14 15:41
4058,4059,0,0,0,0,0.0,0,0,
4059,4060,16,28,40,17,2.5743,3,101,2020/10/14 15:41
4060,4061,13,19,32,14,2.6026,3,78,2020/10/14 15:41
4061,4062,69,76,82,50,2.4079,3,277,2020/10/14 15:41
4062,4063,35,46,29,11,2.1322,2,121,2020/10/14 15:41
4063,4064,22,14,15,9,2.1833,1,60,2020/10/14 15:41
4064,4065,5,15,34,7,2.7049,3,61,2020/10/14 15:41
4065,4066,44,31,37,18,2.2231,1,130,2020/10/14 15:41
4066,4067,12,14,15,4,2.2444,3,45,2020/10/14 15:41
4067,4068,10,23,26,13,2.5833,3,72,2020/10/14 15:41
4068,4069,41,36,20,11,2.0093,1,108,2020/10/14 15:41
4069,4070,55,47,43,30,2.2743,1,175,2020/10/14 15:41
4070,4071,19,14,5,2,1.75,1,40,2020/10/14 15:41
4071,4072,15,23,23,8,2.3478,2,69,2020/10/14 15:41
4072,4073,0,0,0,0,0.0,0,0,
4073,4074,21,23,22,18,2.4405,2,84,2020/10/14 15:41
4074,4075,19,12,13,8,2.1923,1,52,2020/10/14 15:41
4075,4076,21,24,33,17,2.4842,3,95,2020/10/14 15:41
4076,4077,11,11,20,15,2.6842,3,57,2020/10/14 15:41
4077,4078,10,0,0,0,1.0,1,10,2020/10/14 15:41
4078,4079,52,79,82,51,2.5,3,264,2020/10/14 15:41
4079,4080,34,36,35,6,2.1171,2,111,2020/10/14 15:41
4080,4081,8,20,38,9,2.64,3,75,2020/10/14 15:41
4081,4082,69,71,82,49,2.4096,3,271,2020/10/14 15:41
4082,4083,20,15,16,4,2.0727,1,55,2020/10/14 15:41
4083,4084,33,14,11,2,1.7,1,60,2020/10/14 15:41
4084,4085,16,16,24,24,2.7,3,80,2020/10/14 15:41
4085,4086,19,24,32,16,2.4945,3,91,2020/10/14 15:41
4086,4087,44,15,18,3,1.75,1,80,2020/10/14 15:41
4087,4088,13,16,20,23,2.7361,4,72,2020/10/14 15:41
4088,4089,44,81,73,19,2.3088,2,217,2020/10/14 15:41
4089,4090,0,0,0,0,0.0,0,0,
4090,4091,13,0,1,0,1.1429,1,14,2020/10/14 15:41
4091,4092,21,16,10,3,1.9,1,50,2020/10/14 15:41
4092,4093,7,12,25,10,2.7037,3,54,2020/10/14 15:41
4093,4094,14,15,15,4,2.1875,2,48,2020/10/14 15:41
4094,4095,4,0,0,0,1.0,1,4,2020/10/14 15:41
4095,4096,68,80,83,54,2.4316,3,285,2020/10/14 15:41
4096,4097,9,17,27,7,2.5333,3,60,2020/10/14 15:41
4097,4098,16,17,23,5,2.2787,3,61,2020/10/14 15:41
4098,4099,13,1,2,0,1.3125,1,16,2020/10/14 15:41
4099,4100,52,76,83,47,2.4845,3,258,2020/10/14 15:41
4100,4101,17,25,18,4,2.1406,2,64,2020/10/14 15:41
