,tour_id,congestion_1,congestion_2,congestion_3,congestion_4,congestion_avg,congestion_max,road_total,measured_at
6000,6001,4,0,0,0,1.0,1,4,2020/10/14 15:41
6001,6002,0,0,0,0,0.0,0,0,
6002,6003,8,5,1,0,1.5,1,14,2020/10/14 15:41
6003,6004,4,0,0,0,1.0,1,4,2020/10/14 15:41
6004,6005,0,0,0,0,0.0,0,0,
6005,6006,0,0,0,0,0.0,0,0,
6006,6007,6,0,0,0,1.0,1,6,2020/10/14 15:41
6007,6008,6,0,0,0,1.0,1,6,2020/10/14 15:41
6008,6009,5,0,0,0,1.0,1,5,2020/10/14 15:41
6009,6010,28,4,5,0,1.3784,1,37,2020/10/14 15:41
6010,6011,13,45,78,13,2.6107,3,149,2020/10/14 15:41
6011,6012,27,17,30,6,2.1875,3,80,2020/10/14 15:41
6012,6013,4,0,0,0,1.0,1,4,2020/10/14 15:41
6013,6014,1,1,0,0,1.5,1,2,2020/10/14 15:41
6014,6015,14,8,4,0,1.6154,1,26,2020/10/14 15:41
6015,6016,10,42,75,16,2.6783,3,143,2020/10/14 15:41
6016,6017,24,6,6,0,1.5,1,36,2020/10/14 15:41
6017,6018,22,27,32,9,2.3111,3,90,2020/10/14 15:41
6018,6019,17,29,27,7,2.3,2,80,2020/10/14 15:41
6019,6020,16,25,31,6,2.3462,3,78,2020/10/14 15:41
6020,6021,4,0,0,0,1.0,1,4,2020/10/14 15:41
6021,6022,26,13,5,1,1.5778,1,45,2020/10/14 15:41
6022,6023,4,2,0,0,1.3333,1,6,2020/10/14 15:41
6023,6024,55,49,38,6,1.9662,1,148,2020/10/14 15:41
6024,6025,0,0,0,0,0.0,0,0,
6025,6026,11,5,2,1,1.6316,1,19,2020/10/14 15:41
6026,6027,19,26,30,9,2.3452,3,84,2020/10/14 15:41
6027,6028,10,2,0,0,1.1667,1,12,2020/10/14 15:41
6028,6029,20,15,7,2,1.7955,1,44,2020/10/14 15:41
6029,6030,5,1,0,0,1.1667,1,6,2020/10/14 15:41
6030,6031,18,18,10,4,2.0,1,50,2020/10/14 15:41
6031,6032,26,44,39,5,2.2018,2,114,2020/10/14 15:41
6032,6033,1,0,1,0,2.0,1,2,2020/10/14 15:41
6033,6034,0,0,0,0,0.0,0,0,
6034,6035,11,1,0,0,1.0833,1,12,2020/10/14 15:41
6035,6036,4,1,0,0,1.2,1,5,2020/10/14 15:41
6036,6037,25,33,30,9,2.2371,2,97,2020/10/14 15:41
6037,6038,12,3,0,0,1.2,1,15,2020/10/14 15:41
6038,6039,0,0,0,0,0.0,0,0,
6039,6040,0,0,0,0,0.0,0,0,
6040,6041,0,0,0,0,0.0,0,0,
6041,6042,0,0,0,0,0.0,0,0,
6042,6043,16,5,2,0,1.3913,1,23,2020/10/14 15:41
6043,6044,16,6,1,1,1.4583,1,24,2020/10/14 15:41
6044,6045,0,0,0,0,0.0,0,0,
6045,6046,36,17,9,8,1.8429,1,70,2020/10/14 15:41
6046,6047,9,1,0,0,1.1,1,10,2020/10/14 15:41
6047,6048,12,2,0,0,1.1429,1,14,2020/10/14 15:41
6048,6049,27,13,3,4,1.6596,1,47,2020/10/14 15:41
6049,6050,3,1,0,0,1.25,1,4,2020/10/14 15:41
6050,6051,7,33,50,10,2.63,3,100,2020/10/14 15:41
6051,6052,15,0,1,0,1.125,1,16,2020/10/14 15:41
6052,6053,8,0,0,0,1.0,1,8,2020/10/14 15:41
6053,6054,10,0,0,0,1.0,1,10,2020/10/14 15:41
6054,6055,4,0,0,0,1.0,1,4,2020/10/14 15:41
6055,6056,2,0,0,0,1.0,1,2,2020/10/14 15:41
6056,6057,3,2,2,1,2.125,1,8,2020/10/14 15:41
6057,6058,33,40,32,9,2.1491,2,114,2020/10/14 15:41
6058,6059,31,40,30,11,2.1875,2,112,2020/10/14 15:41
6059,6060,32,27,22,5,2.0,1,86,2020/10/14 15:41
6060,6061,9,1,0,0,1.1,1,10,2020/10/14 15:41
6061,6062,0,0,0,0,0.0,0,0,
6062,6063,0,0,0,0,0.0,0,0,
6063,6064,0,0,0,0,0.0,0,0,
6064,6065,40,42,36,9,2.1102,2,127,2020/10/14 15:41
6065,6066,9,23,37,9,2.5897,3,78,2020/10/14 15:41
6066,6067,23,21,12,8,2.0781,1,64,2020/10/14 15:41
6067,6068,3,1,0,0,1.25,1,4,2020/10/14 15:41
6068,6069,9,1,0,0,1.1,1,10,2020/10/14 15:41
6069,6070,9,1,0,0,1.1,1,10,2020/10/14 15:41
6070,6071,5,1,0,0,1.1667,1,6,2020/10/14 15:41
6071,6072,116,100,111,34,2.1745,1,361,2020/10/14 15:41
6072,6073,16,5,0,1,1.3636,1,22,2020/10/14 15:41
6073,6074,0,0,0,0,0.0,0,0,
6074,6075,19,26,30,9,2.3452,3,84,2020/10/14 15:41
6075,6076,23,27,52,28,2.6538,3,130,2020/10/14 15:41
6076,6077,10,3,1,0,1.3571,1,14,2020/10/14 15:41
6077,6078,24,10,3,0,1.4324,1,37,2020/10/14 15:41
6078,6079,2,0,0,0,1.0,1,2,2020/10/14 15:41
