tour_id,congestion_1,congestion_2,congestion_3,congestion_4,congestion_avg,congestion_max,road_total,measured_at
13001,5,2,1,0,1.5,1,8,2020/10/21 09:26
13002,0,0,0,0,0.0,0,0,
13003,9,0,0,0,1.0,1,9,2020/10/21 09:26
13004,0,0,0,0,0.0,0,0,
13005,13,1,0,0,1.0714,1,14,2020/10/21 09:26
13006,31,0,0,0,1.0,1,31,2020/10/21 09:26
13007,0,0,0,0,0.0,0,0,
13008,0,0,0,0,0.0,0,0,
13009,0,0,0,0,0.0,0,0,
13010,2,0,0,0,1.0,1,2,2020/10/21 09:26
13011,0,0,0,0,0.0,0,0,
13012,7,1,0,0,1.125,1,8,2020/10/21 09:26
13013,4,0,0,0,1.0,1,4,2020/10/21 09:26
13014,9,1,0,0,1.1,1,10,2020/10/21 09:26
13015,0,0,0,0,0.0,0,0,
13016,0,0,0,0,0.0,0,0,
13017,0,0,0,0,0.0,0,0,
13018,4,0,0,0,1.0,1,4,2020/10/21 09:26
13019,18,0,0,0,1.0,1,18,2020/10/21 09:26
13020,4,0,0,0,1.0,1,4,2020/10/21 09:26
13021,0,0,0,0,0.0,0,0,
13022,4,0,0,0,1.0,1,4,2020/10/21 09:26
13023,0,0,0,0,0.0,0,0,
13024,12,5,3,0,1.55,1,20,2020/10/21 09:26
13025,29,17,4,2,1.5962,1,52,2020/10/21 09:26
13026,5,1,0,0,1.1667,1,6,2020/10/21 09:26
13027,3,0,1,0,1.5,1,4,2020/10/21 09:26
13028,7,5,0,0,1.4167,1,12,2020/10/21 09:26
13029,8,0,0,0,1.0,1,8,2020/10/21 09:26
13030,2,0,0,0,1.0,1,2,2020/10/21 09:26
13031,9,4,0,1,1.5,1,14,2020/10/21 09:26
13032,4,0,0,0,1.0,1,4,2020/10/21 09:26
13033,6,0,0,0,1.0,1,6,2020/10/21 09:26
13034,6,0,0,0,1.0,1,6,2020/10/21 09:26
13035,0,0,0,0,0.0,0,0,
13036,14,0,0,0,1.0,1,14,2020/10/21 09:26
13037,2,0,0,0,1.0,1,2,2020/10/21 09:26
13038,17,3,1,1,1.3636,1,22,2020/10/21 09:26
13039,0,0,0,0,0.0,0,0,
13040,27,0,0,0,1.0,1,27,2020/10/21 09:26
13041,17,8,12,0,1.8649,1,37,2020/10/21 09:26
13042,0,0,0,0,0.0,0,0,
13043,0,0,0,0,0.0,0,0,
13044,0,0,0,0,0.0,0,0,
13045,0,0,0,0,0.0,0,0,
13046,35,25,12,4,1.8026,1,76,2020/10/21 09:26
13047,17,0,0,0,1.0,1,17,2020/10/21 09:26
13048,4,0,0,0,1.0,1,4,2020/10/21 09:26
13049,11,1,1,0,1.2308,1,13,2020/10/21 09:26
13050,4,0,0,0,1.0,1,4,2020/10/21 09:26
13051,15,4,0,1,1.35,1,20,2020/10/21 09:26
13052,5,2,1,0,1.5,1,8,2020/10/21 09:26
13053,16,8,2,0,1.4615,1,26,2020/10/21 09:26
13054,6,0,0,0,1.0,1,6,2020/10/21 09:26
13055,5,1,0,0,1.1667,1,6,2020/10/21 09:26
13056,0,0,0,0,0.0,0,0,
13057,16,0,0,0,1.0,1,16,2020/10/21 09:26
13058,4,0,0,0,1.0,1,4,2020/10/21 09:26
13059,0,0,0,0,0.0,0,0,
13060,8,12,11,1,2.1562,2,32,2020/10/21 09:26
13061,22,20,15,6,2.0794,1,63,2020/10/21 09:26
13062,0,0,0,0,0.0,0,0,
13063,0,0,0,0,0.0,0,0,
13064,0,0,0,0,0.0,0,0,
13065,3,1,0,0,1.25,1,4,2020/10/21 09:26
13066,0,0,0,0,0.0,0,0,
13067,33,10,7,1,1.5294,1,51,2020/10/21 09:26
13068,2,0,0,0,1.0,1,2,2020/10/21 09:26
13069,27,3,0,0,1.1,1,30,2020/10/21 09:26
13070,7,0,1,0,1.25,1,8,2020/10/21 09:26
13071,0,0,0,0,0.0,0,0,
13072,12,0,0,0,1.0,1,12,2020/10/21 09:26
13073,8,0,0,0,1.0,1,8,2020/10/21 09:26
13074,0,0,0,0,0.0,0,0,
13075,0,0,0,0,0.0,0,0,
13076,0,0,0,0,0.0,0,0,
13077,0,0,0,0,0.0,0,0,
13078,20,16,14,4,2.037,1,54,2020/10/21 09:26
13079,7,0,0,0,1.0,1,7,2020/10/21 09:26
13080,6,0,0,0,1.0,1,6,2020/10/21 09:26
13081,14,2,0,0,1.125,1,16,2020/10/21 09:26
