tour_id,congestion_1,congestion_2,congestion_3,congestion_4,congestion_avg,congestion_max,road_total,measured_at
14001,2,0,0,0,1.0,1,2,2020/10/21 09:26
14002,4,0,0,0,1.0,1,4,2020/10/21 09:26
14003,6,0,0,0,1.0,1,6,2020/10/21 09:26
14004,0,0,0,0,0.0,0,0,
14005,0,0,0,0,0.0,0,0,
14006,0,0,0,0,0.0,0,0,
14007,12,0,0,0,1.0,1,12,2020/10/21 09:26
14008,12,0,0,0,1.0,1,12,2020/10/21 09:26
14009,14,0,0,0,1.0,1,14,2020/10/21 09:26
14010,14,0,0,0,1.0,1,14,2020/10/21 09:26
14011,16,0,0,0,1.0,1,16,2020/10/21 09:26
14012,16,0,0,0,1.0,1,16,2020/10/21 09:26
14013,4,0,0,0,1.0,1,4,2020/10/21 09:26
14014,4,0,0,0,1.0,1,4,2020/10/21 09:26
14015,0,0,0,0,0.0,0,0,
14016,7,1,0,0,1.125,1,8,2020/10/21 09:26
14017,20,7,0,0,1.2593,1,27,2020/10/21 09:26
14018,8,0,0,0,1.0,1,8,2020/10/21 09:26
14019,9,1,0,0,1.1,1,10,2020/10/21 09:26
14020,25,2,1,0,1.1429,1,28,2020/10/21 09:26
14021,15,0,0,0,1.0,1,15,2020/10/21 09:26
14022,11,1,0,0,1.0833,1,12,2020/10/21 09:26
14023,18,6,0,0,1.25,1,24,2020/10/21 09:26
14024,18,5,0,0,1.2174,1,23,2020/10/21 09:26
14025,4,0,0,0,1.0,1,4,2020/10/21 09:26
14026,5,1,0,0,1.1667,1,6,2020/10/21 09:26
14027,0,0,0,0,0.0,0,0,
14028,15,1,0,0,1.0625,1,16,2020/10/21 09:26
14029,11,5,0,0,1.3125,1,16,2020/10/21 09:26
14030,15,1,0,0,1.0625,1,16,2020/10/21 09:26
14031,19,1,2,0,1.2273,1,22,2020/10/21 09:26
14032,0,0,0,0,0.0,0,0,
14033,2,1,0,0,1.3333,1,3,2020/10/21 09:26
14034,7,3,0,0,1.3,1,10,2020/10/21 09:26
14035,17,8,11,1,1.8919,1,37,2020/10/21 09:26
14036,37,23,12,4,1.7763,1,76,2020/10/21 09:26
14037,6,0,0,0,1.0,1,6,2020/10/21 09:26
14038,24,5,7,1,1.5946,1,37,2020/10/21 09:26
14039,6,0,0,0,1.0,1,6,2020/10/21 09:26
14040,6,0,0,0,1.0,1,6,2020/10/21 09:26
14041,0,0,0,0,0.0,0,0,
14042,20,0,0,0,1.0,1,20,2020/10/21 09:26
14043,13,0,0,0,1.0,1,13,2020/10/21 09:26
14044,21,7,1,0,1.3103,1,29,2020/10/21 09:26
14045,7,1,0,0,1.125,1,8,2020/10/21 09:26
14046,0,0,0,0,0.0,0,0,
14047,4,0,0,0,1.0,1,4,2020/10/21 09:26
14048,16,0,0,0,1.0,1,16,2020/10/21 09:26
14049,4,0,0,0,1.0,1,4,2020/10/21 09:26
14050,20,8,11,1,1.825,1,40,2020/10/21 09:26
14051,14,1,1,0,1.1875,1,16,2020/10/21 09:26
14052,42,19,6,1,1.5,1,68,2020/10/21 09:26
14053,2,0,0,0,1.0,1,2,2020/10/21 09:26
14054,6,4,0,0,1.4,1,10,2020/10/21 09:26
14055,0,0,0,0,0.0,0,0,
14056,4,0,0,0,1.0,1,4,2020/10/21 09:26
14057,8,1,1,0,1.3,1,10,2020/10/21 09:26
14058,4,0,0,0,1.0,1,4,2020/10/21 09:26
14059,14,2,0,0,1.125,1,16,2020/10/21 09:26
14060,0,0,0,0,0.0,0,0,
14061,8,0,0,0,1.0,1,8,2020/10/21 09:26
14062,8,0,0,0,1.0,1,8,2020/10/21 09:26
14063,13,0,0,3,1.5625,1,16,2020/10/21 09:26
14064,9,6,4,1,1.85,1,20,2020/10/21 09:26
14065,7,4,3,0,1.7143,1,14,2020/10/21 09:26
14066,0,0,0,0,0.0,0,0,
14067,8,0,0,0,1.0,1,8,2020/10/21 09:26
14068,4,0,0,0,1.0,1,4,2020/10/21 09:26
14069,11,1,0,0,1.0833,1,12,2020/10/21 09:26
14070,6,0,0,0,1.0,1,6,2020/10/21 09:26
14071,4,0,0,0,1.0,1,4,2020/10/21 09:26
14072,13,0,1,0,1.1429,1,14,2020/10/21 09:26
14073,10,0,2,0,1.3333,1,12,2020/10/21 09:26
14074,13,0,1,0,1.1429,1,14,2020/10/21 09:26
14075,0,0,0,0,0.0,0,0,
14076,6,0,0,0,1.0,1,6,2020/10/21 09:26
14077,25,1,1,0,1.1111,1,27,2020/10/21 09:26
14078,15,3,1,0,1.2632,1,19,2020/10/21 09:26
14079,9,0,1,0,1.2,1,10,2020/10/21 09:26
14080,0,0,0,0,0.0,0,0,
14081,17,1,0,0,1.0556,1,18,2020/10/21 09:26
14082,13,0,0,0,1.0,1,13,2020/10/21 09:26
14083,0,0,0,0,0.0,0,0,
14084,8,0,0,0,1.0,1,8,2020/10/21 09:26
14085,14,2,0,0,1.125,1,16,2020/10/21 09:26
14086,0,0,0,0,0.0,0,0,
14087,26,1,0,0,1.037,1,27,2020/10/21 09:26
14088,0,0,0,0,0.0,0,0,
14089,0,0,0,0,0.0,0,0,
14090,0,0,0,0,0.0,0,0,
14091,0,0,0,0,0.0,0,0,
14092,13,3,0,0,1.1875,1,16,2020/10/21 09:26
14093,2,0,0,0,1.0,1,2,2020/10/21 09:26
14094,2,0,0,0,1.0,1,2,2020/10/21 09:26
14095,14,2,0,0,1.125,1,16,2020/10/21 09:26
14096,10,2,0,0,1.1667,1,12,2020/10/21 09:26
14097,27,22,12,5,1.9242,1,66,2020/10/21 09:26
14098,12,7,4,1,1.75,1,24,2020/10/21 09:26
14099,10,2,0,0,1.1667,1,12,2020/10/21 09:26
14100,23,5,1,0,1.2414,1,29,2020/10/21 09:26
14101,0,0,0,0,0.0,0,0,
14102,37,13,9,5,1.7188,1,64,2020/10/21 09:26
14103,2,0,0,0,1.0,1,2,2020/10/21 09:26
14104,5,9,8,0,2.1364,2,22,2020/10/21 09:26
14105,2,0,0,0,1.0,1,2,2020/10/21 09:26
14106,8,0,0,0,1.0,1,8,2020/10/21 09:26
14107,12,5,4,1,1.7273,1,22,2020/10/21 09:26
14108,20,7,11,0,1.7632,1,38,2020/10/21 09:26
14109,24,7,11,0,1.6905,1,42,2020/10/21 09:26
14110,28,18,10,3,1.7966,1,59,2020/10/21 09:26
14111,21,18,13,4,2.0,1,56,2020/10/21 09:26
14112,12,7,1,0,1.45,1,20,2020/10/21 09:26
14113,0,0,0,0,0.0,0,0,
14114,0,0,0,0,0.0,0,0,
14115,10,0,0,0,1.0,1,10,2020/10/21 09:26
14116,7,11,9,1,2.1429,2,28,2020/10/21 09:26
14117,0,0,0,0,0.0,0,0,
14118,14,2,0,0,1.125,1,16,2020/10/21 09:26
14119,0,0,0,0,0.0,0,0,
14120,0,0,0,0,0.0,0,0,
14121,0,0,0,0,0.0,0,0,
14122,0,0,0,0,0.0,0,0,
14123,8,0,0,0,1.0,1,8,2020/10/21 09:26
14124,14,0,0,0,1.0,1,14,2020/10/21 09:26
14125,0,0,0,0,0.0,0,0,
14126,8,0,0,0,1.0,1,8,2020/10/21 09:26
14127,0,0,0,0,0.0,0,0,
14128,7,0,0,0,1.0,1,7,2020/10/21 09:26
14129,4,0,0,0,1.0,1,4,2020/10/21 09:26
14130,0,0,0,0,0.0,0,0,
14131,7,0,0,0,1.0,1,7,2020/10/21 09:26
14132,0,0,0,0,0.0,0,0,
14133,0,0,0,0,0.0,0,0,
14134,0,0,0,0,0.0,0,0,
14135,13,9,4,0,1.6538,1,26,2020/10/21 09:26
14136,0,0,0,0,0.0,0,0,
14137,11,1,0,0,1.0833,1,12,2020/10/21 09:26
14138,3,3,0,0,1.5,1,6,2020/10/21 09:26
14139,7,3,0,0,1.3,1,10,2020/10/21 09:26
14140,0,0,0,0,0.0,0,0,
14141,19,13,12,4,2.0208,1,48,2020/10/21 09:26
14142,0,0,0,0,0.0,0,0,
14143,3,1,0,0,1.25,1,4,2020/10/21 09:26
14144,0,0,0,0,0.0,0,0,
14145,0,0,0,0,0.0,0,0,
14146,16,2,0,0,1.1111,1,18,2020/10/21 09:26
14147,30,23,13,6,1.9306,1,72,2020/10/21 09:26
14148,33,24,13,6,1.8947,1,76,2020/10/21 09:26
14149,13,1,0,0,1.0714,1,14,2020/10/21 09:26
14150,0,0,0,0,0.0,0,0,
14151,0,0,0,0,0.0,0,0,
14152,6,0,0,0,1.0,1,6,2020/10/21 09:26
14153,9,1,0,0,1.1,1,10,2020/10/21 09:26
14154,0,0,0,0,0.0,0,0,
14155,2,0,0,0,1.0,1,2,2020/10/21 09:26
14156,0,0,0,0,0.0,0,0,
14157,26,11,5,4,1.7174,1,46,2020/10/21 09:26
14158,23,0,0,0,1.0,1,23,2020/10/21 09:26
14159,4,0,0,0,1.0,1,4,2020/10/21 09:26
14160,2,0,0,0,1.0,1,2,2020/10/21 09:26
14161,0,0,0,0,0.0,0,0,
14162,8,0,0,0,1.0,1,8,2020/10/21 09:26
14163,8,0,0,0,1.0,1,8,2020/10/21 09:26
14164,0,0,0,0,0.0,0,0,
14165,0,0,0,0,0.0,0,0,
