tour_id,congestion_1,congestion_2,congestion_3,congestion_4,congestion_avg,congestion_max,road_total,measured_at
21001,15,2,1,0,1.2222,1,18,2020/10/21 09:26
21002,23,10,9,0,1.6667,1,42,2020/10/21 09:26
21003,20,10,2,0,1.4375,1,32,2020/10/21 09:26
21004,5,1,0,0,1.1667,1,6,2020/10/21 09:26
21005,4,0,0,0,1.0,1,4,2020/10/21 09:26
21006,49,65,44,6,2.0427,2,164,2020/10/21 09:26
21007,11,1,0,0,1.0833,1,12,2020/10/21 09:26
21008,9,1,0,0,1.1,1,10,2020/10/21 09:26
21009,20,2,0,0,1.0909,1,22,2020/10/21 09:26
21010,6,4,2,0,1.6667,1,12,2020/10/21 09:26
21011,12,5,1,0,1.3889,1,18,2020/10/21 09:26
21012,17,1,0,0,1.0556,1,18,2020/10/21 09:26
21013,8,5,1,0,1.5,1,14,2020/10/21 09:26
21014,12,5,1,0,1.3889,1,18,2020/10/21 09:26
21015,10,5,1,0,1.4375,1,16,2020/10/21 09:26
21016,16,5,1,0,1.3182,1,22,2020/10/21 09:26
21017,40,23,16,2,1.7531,1,81,2020/10/21 09:26
21018,40,37,26,3,1.9245,1,106,2020/10/21 09:26
21019,36,37,26,3,1.9608,2,102,2020/10/21 09:26
21020,16,2,0,0,1.1111,1,18,2020/10/21 09:26
21021,15,0,2,0,1.2353,1,17,2020/10/21 09:26
21022,35,48,33,4,2.05,2,120,2020/10/21 09:26
21023,19,1,2,0,1.2273,1,22,2020/10/21 09:26
21024,50,34,24,0,1.7593,1,108,2020/10/21 09:26
21025,52,34,24,0,1.7455,1,110,2020/10/21 09:26
21026,60,87,67,14,2.1535,2,228,2020/10/21 09:26
21027,22,41,19,6,2.1023,2,88,2020/10/21 09:26
21028,22,3,2,1,1.3571,1,28,2020/10/21 09:26
21029,27,24,19,0,1.8857,1,70,2020/10/21 09:26
21030,50,27,9,2,1.5795,1,88,2020/10/21 09:26
21031,24,5,1,0,1.2333,1,30,2020/10/21 09:26
21032,42,65,45,12,2.1646,2,164,2020/10/21 09:26
21033,6,0,0,0,1.0,1,6,2020/10/21 09:26
21034,49,13,4,0,1.3182,1,66,2020/10/21 09:26
21035,64,57,29,10,1.9062,1,160,2020/10/21 09:26
21036,18,0,0,0,1.0,1,18,2020/10/21 09:26
