tour_id,congestion_1,congestion_2,congestion_3,congestion_4,congestion_avg,congestion_max,road_total,measured_at
12001,4,0,0,0,1.0,1,4,2020/10/21 09:26
12002,13,0,0,0,1.0,1,13,2020/10/21 09:26
12003,7,0,0,0,1.0,1,7,2020/10/21 09:26
12004,2,0,0,0,1.0,1,2,2020/10/21 09:26
12005,4,0,0,0,1.0,1,4,2020/10/21 09:26
12006,8,0,0,0,1.0,1,8,2020/10/21 09:26
12007,18,0,0,0,1.0,1,18,2020/10/21 09:26
12008,21,12,3,0,1.5,1,36,2020/10/21 09:26
12009,7,0,0,0,1.0,1,7,2020/10/21 09:26
12010,0,0,0,0,0.0,0,0,
12011,0,0,0,0,0.0,0,0,
12012,0,0,0,0,0.0,0,0,
12013,24,13,18,6,2.0984,1,61,2020/10/21 09:26
12014,2,0,0,0,1.0,1,2,2020/10/21 09:26
12015,24,12,5,0,1.5366,1,41,2020/10/21 09:26
12016,10,2,0,0,1.1667,1,12,2020/10/21 09:26
12017,0,0,0,0,0.0,0,0,
12018,4,0,0,0,1.0,1,4,2020/10/21 09:26
12019,6,3,2,0,1.6364,1,11,2020/10/21 09:26
12020,14,5,3,0,1.5,1,22,2020/10/21 09:26
12021,16,0,0,0,1.0,1,16,2020/10/21 09:26
12022,1,0,0,0,1.0,1,1,2020/10/21 09:26
12023,6,0,0,0,1.0,1,6,2020/10/21 09:26
12024,29,17,6,0,1.5577,1,52,2020/10/21 09:26
12025,2,0,0,0,1.0,1,2,2020/10/21 09:26
12026,0,0,0,0,0.0,0,0,
12027,8,0,0,0,1.0,1,8,2020/10/21 09:26
12028,9,5,3,1,1.7778,1,18,2020/10/21 09:26
12029,2,0,0,0,1.0,1,2,2020/10/21 09:26
12030,4,0,0,0,1.0,1,4,2020/10/21 09:26
12031,13,7,2,0,1.5,1,22,2020/10/21 09:26
12032,37,2,2,0,1.1463,1,41,2020/10/21 09:26
12033,9,1,0,0,1.1,1,10,2020/10/21 09:26
12034,10,0,0,0,1.0,1,10,2020/10/21 09:26
12035,22,6,0,0,1.2143,1,28,2020/10/21 09:26
12036,6,0,0,0,1.0,1,6,2020/10/21 09:26
12037,9,0,1,0,1.2,1,10,2020/10/21 09:26
12038,7,5,0,0,1.4167,1,12,2020/10/21 09:26
12039,2,0,0,0,1.0,1,2,2020/10/21 09:26
12040,9,8,1,0,1.5556,1,18,2020/10/21 09:26
12041,4,0,0,0,1.0,1,4,2020/10/21 09:26
12042,4,0,0,0,1.0,1,4,2020/10/21 09:26
12043,12,1,1,0,1.2143,1,14,2020/10/21 09:26
12044,2,0,0,0,1.0,1,2,2020/10/21 09:26
12045,0,0,0,0,0.0,0,0,
12046,9,4,1,0,1.4286,1,14,2020/10/21 09:26
12047,0,0,0,0,0.0,0,0,
12048,8,4,2,0,1.5714,1,14,2020/10/21 09:26
12049,10,2,0,0,1.1667,1,12,2020/10/21 09:26
12050,11,1,0,0,1.0833,1,12,2020/10/21 09:26
12051,6,0,0,0,1.0,1,6,2020/10/21 09:26
12052,0,0,0,0,0.0,0,0,
12053,1,1,0,0,1.5,1,2,2020/10/21 09:26
12054,0,0,0,0,0.0,0,0,
12055,0,0,0,0,0.0,0,0,
12056,4,0,0,0,1.0,1,4,2020/10/21 09:26
12057,0,0,0,0,0.0,0,0,
12058,2,0,0,0,1.0,1,2,2020/10/21 09:26
12059,0,0,0,0,0.0,0,0,
12060,0,0,0,0,0.0,0,0,
12061,58,32,33,14,2.0219,1,137,2020/10/21 09:26
12062,0,0,0,0,0.0,0,0,
12063,8,2,0,0,1.2,1,10,2020/10/21 09:26
12064,28,17,20,2,1.9403,1,67,2020/10/21 09:26
12065,14,0,0,0,1.0,1,14,2020/10/21 09:26
12066,21,25,15,2,1.9683,2,63,2020/10/21 09:26
12067,6,0,0,0,1.0,1,6,2020/10/21 09:26
12068,71,15,10,4,1.47,1,100,2020/10/21 09:26
12069,21,1,0,0,1.0455,1,22,2020/10/21 09:26
12070,0,0,0,0,0.0,0,0,
12071,0,0,0,0,0.0,0,0,
12072,4,0,0,0,1.0,1,4,2020/10/21 09:26
12073,0,0,0,0,0.0,0,0,
