tour_id,r_word,s_word
10017,훼손,-1
10019,친절,2
10019,아쉬움,-1
10019,최고,2
10019,도리,1
10019,친구,1
10019,만족,2
10019,도움,1
10019,맛,2
10019,실망,-2
10019,ㅠ,-1
10019,불편,-2
10019,재미,2
10019,기대,1
10019,조화,2
10019,필수,1
10019,낭비,-1
10019,특이,1
10019,감격,2
10019,가치,1
10019,유명,1
10019,최악,-2
10019,장점,2
10019,인정,1
10019,명성,2
10019,강추,2
10019,부족,-1
10021,훼손,-1
10025,강추,2
10025,친절,2
10025,애정,1
10025,만족,2
10025,최고,2
10026,최고,2
10027,최고,2
10027,걱정,-2
10027,감동,2
10034,최고,2
10034,친절,2
10034,만족,2
10040,정,1
10040,친구,1
10040,실수,-1
10041,최고,2
10042,최악,-2
10042,피,0
10042,최고,2
10042,ㅠ,-1
10042,ㅜ,-1
10042,만족,2
10042,여유,1
10042,명성,2
10042,불편,-2
10042,가치,1
10042,친절,2
10042,아쉬움,-1
10042,정,1
10042,고집,-1
10042,해,-2
10042,실망,-2
10042,못,0
10042,합리적,1
10042,맛,2
10042,편안,2
10042,짐,-1
10042,유명,1
10042,겁,-1
10042,휴식,1
10042,기대,1
10042,감동,2
10042,강추,2
10042,탈,-1
10042,연애,1
10042,사랑,2
10042,멋,2
10042,찌꺼기,-1
10042,수선,-1
10042,초월,1
10043,최고,2
10043,친절,2
10047,최고,2
10049,최고,2
10051,실망,-2
10055,최고,2
10055,정,1
10055,친절,2
10055,강추,2
10055,실망,-2
10055,비추,-2
10055,감사,2
10055,맛,2
10055,만족,2
10055,친구,1
10055,기대,1
10055,장점,2
10055,ㅠ,-1
10055,충격,-1
10055,악의,-2
10055,피해,-1
10055,보람,1
10055,이벤트,1
10055,필수,1
10055,병,-2
10055,못,0
10055,맛있,2
10055,잔소리,-1
10055,피로,-1
10058,무관심,-1
10058,함정,-1
10058,최고,2
10058,여유,1
10058,낭만,1
10060,친절,2
10060,만족,2
10060,맛,2
10061,친절,2
10061,해,-2
10062,할인,1
10070,소음,-1
10070,지경,-1
10070,정상,1
10070,병,-2
10071,휴식,1
10076,최고,2
10076,강추,2
10077,최고,2
10079,최고,2
10081,최악,-2
10081,마이너스,-2
10081,곰팡이,-2
10081,대접,1
10083,운,1
10083,친절,2
10083,감사,2
10083,기대,1
10083,불편,-2
10083,감동,2
10083,친구,1
10084,운,1
10084,친절,2
10084,감사,2
10084,기대,1
10084,불편,-2
10084,감동,2
10084,친구,1
10087,친절,2
10087,감사,2
10087,기대,1
10087,스트레스,-2
10087,편안,2
10087,친구,1
10088,최악,-2
10089,정,1
10089,충격,-1
10089,피부병,-2
10090,친절,2
10090,부족,-1
10090,운,1
10091,최고,2
10091,최악,-2
10091,잘못,-2
10091,ㅠ,-1
10091,만족,2
10091,조화,2
10091,친절,2
10093,기대,1
10093,친절,2
10094,실망,-2
10095,예의,1
10095,먼지,-1
10095,개선,2
10097,최고,2
10100,최고,2
10100,빚,-2
10100,가치,1
10100,덕,2
10100,실망,-2
10100,후회,-2
10104,부담,-2
10111,최고,2
10112,최고,2
10112,최악,-2
10112,곰팡이,-2
10113,실망,-2
10113,최악,-2
10113,감사,2
10113,친절,2
10113,기대,1
10113,강추,2
10113,만족,2
10116,강추,2
10116,최고,2
10116,친절,2
10116,해,-2
10117,친절,2
10126,최고,2
10126,불편,-2
10126,만족,2
10130,친절,2
10130,친구,1
10130,휴식,1
10130,감동,2
10130,강추,2
10130,맑은,2
10130,피,0
10131,부담,-2
10131,강추,2
10133,불편,-2
10134,최악,-2
10134,스트레스,-2
10134,최고,2
10138,존경,1
10138,멋,2
10138,낭비,-1
10138,최고,2
10138,실망,-2
10138,함정,-1
10138,최악,-2
10138,불안,-2
10138,불편,-2
10138,독,-2
10138,여유,1
10138,휴식,1
10138,기대,1
10138,부족,-1
10138,할인,1
10138,흐린,-2
10138,ㅠ,-1
10138,정,1
10138,해,-2
10138,친구,1
10139,존경,1
10139,멋,2
10139,낭비,-1
10139,최고,2
10139,실망,-2
10139,함정,-1
10139,최악,-2
10139,불안,-2
10139,불편,-2
10139,독,-2
10139,여유,1
10139,휴식,1
10139,기대,1
10139,부족,-1
10139,할인,1
10139,흐린,-2
10139,ㅠ,-1
